NPartida,Clube,idSubstituido,idSubstituto
173,São Paulo - SP,912.0,38.0
173,São Paulo - SP,765.0,169.0
173,São Paulo - SP,642.0,1038.0
173,Atlético Mineiro - MG,335.0,20.0
173,Atlético Mineiro - MG,149.0,200.0
173,Atlético Mineiro - MG,813.0,410.0
173,Atlético Mineiro - MG,441.0,803.0
173,Atlético Mineiro - MG,394.0,804.0
174,Santos - SP,195.0,530.0
174,Santos - SP,907.0,603.0
174,Santos - SP,514.0,559.0
174,Athletico Paranaense - PR,670.0,
174,Athletico Paranaense - PR,277.0,13.0
174,Athletico Paranaense - PR,110.0,1016.0
174,Athletico Paranaense - PR,677.0,1022.0
174,Athletico Paranaense - PR,126.0,
175,Goiás - GO,1007.0,479.0
175,Goiás - GO,1008.0,479.0
175,Goiás - GO,343.0,386.0
175,Goiás - GO,721.0,44.0
175,Goiás - GO,945.0,615.0
175,Fortaleza - CE,974.0,648.0
175,Fortaleza - CE,977.0,963.0
175,Fortaleza - CE,112.0,609.0
175,Fortaleza - CE,947.0,522.0
175,Fortaleza - CE,336.0,412.0
176,Cruzeiro Saf - MG,68.0,819.0
176,Cruzeiro Saf - MG,328.0,848.0
176,Cruzeiro Saf - MG,729.0,761.0
176,Cruzeiro Saf - MG,1053.0,375.0
176,Cruzeiro Saf - MG,666.0,710.0
176,Botafogo - RJ,503.0,749.0
176,Botafogo - RJ,129.0,161.0
176,Botafogo - RJ,485.0,124.0
176,Botafogo - RJ,162.0,432.0
176,Botafogo - RJ,284.0,620.0
176,Botafogo - RJ,284.0,622.0
177,Internacional - RS,756.0,224.0
177,Internacional - RS,830.0,18.0
177,Internacional - RS,726.0,1032.0
177,Internacional - RS,297.0,458.0
177,Internacional - RS,306.0,458.0
177,Internacional - RS,103.0,141.0
177,Corinthians - SP,760.0,924.0
177,Corinthians - SP,877.0,258.0
177,Corinthians - SP,927.0,105.0
177,Corinthians - SP,350.0,59.0
177,Corinthians - SP,,724.0
178,Coritiba S.a.f. - PR,534.0,289.0
178,Coritiba S.a.f. - PR,58.0,754.0
178,Coritiba S.a.f. - PR,100.0,212.0
178,Coritiba S.a.f. - PR,736.0,941.0
178,Coritiba S.a.f. - PR,777.0,191.0
178,Red Bull Bragantino - SP,502.0,4.0
178,Red Bull Bragantino - SP,730.0,1062.0
178,Red Bull Bragantino - SP,459.0,347.0
178,Red Bull Bragantino - SP,1021.0,967.0
178,Red Bull Bragantino - SP,206.0,368.0
179,Bahia - BA,123.0,720.0
179,Bahia - BA,855.0,571.0
179,Bahia - BA,327.0,785.0
179,Bahia - BA,2.0,287.0
179,Bahia - BA,955.0,1058.0
179,America Saf - MG,338.0,812.0
179,America Saf - MG,262.0,706.0
179,America Saf - MG,823.0,236.0
179,America Saf - MG,793.0,395.0
179,America Saf - MG,157.0,909.0
180,Cuiabá Saf - MT,,607.0
180,Cuiabá Saf - MT,146.0,178.0
180,Cuiabá Saf - MT,891.0,978.0
180,Cuiabá Saf - MT,499.0,1036.0
180,Cuiabá Saf - MT,861.0,282.0
180,Flamengo - RJ,75.0,43.0
180,Flamengo - RJ,243.0,104.0
180,Flamengo - RJ,325.0,406.0
180,Flamengo - RJ,351.0,1049.0
181,Flamengo - RJ,329.0,239.0
181,Flamengo - RJ,986.0,661.0
181,Flamengo - RJ,294.0,824.0
181,Flamengo - RJ,966.0,325.0
181,São Paulo - SP,312.0,260.0
181,São Paulo - SP,312.0,273.0
181,São Paulo - SP,32.0,431.0
181,São Paulo - SP,1035.0,858.0
181,São Paulo - SP,38.0,912.0
181,São Paulo - SP,634.0,1038.0
182,Botafogo - RJ,620.0,432.0
182,Botafogo - RJ,622.0,432.0
182,Botafogo - RJ,485.0,161.0
182,Botafogo - RJ,,658.0
182,Botafogo - RJ,162.0,503.0
182,Botafogo - RJ,129.0,843.0
182,Internacional - RS,18.0,726.0
182,Internacional - RS,1032.0,830.0
182,Internacional - RS,756.0,789.0
182,Internacional - RS,224.0,660.0
182,Internacional - RS,141.0,103.0
183,Palmeiras - SP,366.0,890.0
183,Palmeiras - SP,447.0,85.0
183,Palmeiras - SP,511.0,509.0
183,Palmeiras - SP,72.0,655.0
183,Palmeiras - SP,925.0,223.0
183,Cruzeiro Saf - MG,68.0,106.0
183,Cruzeiro Saf - MG,710.0,666.0
183,Cruzeiro Saf - MG,702.0,532.0
183,Cruzeiro Saf - MG,1053.0,375.0
183,Cruzeiro Saf - MG,848.0,328.0
184,Corinthians - SP,251.0,741.0
184,Corinthians - SP,877.0,334.0
184,Corinthians - SP,1068.0,751.0
184,Corinthians - SP,257.0,105.0
184,Corinthians - SP,316.0,1047.0
184,Coritiba S.a.f. - PR,736.0,
184,Coritiba S.a.f. - PR,900.0,928.0
184,Coritiba S.a.f. - PR,289.0,624.0
184,Coritiba S.a.f. - PR,941.0,58.0
184,Coritiba S.a.f. - PR,192.0,534.0
185,Red Bull Bragantino - SP,4.0,101.0
185,Red Bull Bragantino - SP,368.0,502.0
185,Red Bull Bragantino - SP,967.0,23.0
185,Red Bull Bragantino - SP,587.0,735.0
185,Vasco da Gama S.a.f. - RJ,322.0,674.0
185,Vasco da Gama S.a.f. - RJ,699.0,429.0
185,Vasco da Gama S.a.f. - RJ,597.0,621.0
185,Vasco da Gama S.a.f. - RJ,899.0,508.0
185,Vasco da Gama S.a.f. - RJ,630.0,
185,Vasco da Gama S.a.f. - RJ,631.0,
186,Atlético Mineiro - MG,410.0,804.0
186,Atlético Mineiro - MG,903.0,200.0
186,Atlético Mineiro - MG,795.0,20.0
186,Atlético Mineiro - MG,813.0,881.0
186,Bahia - BA,955.0,571.0
186,Bahia - BA,855.0,287.0
186,Bahia - BA,237.0,993.0
186,Bahia - BA,529.0,1058.0
187,Grêmio - RS,,592.0
187,Grêmio - RS,471.0,476.0
187,Grêmio - RS,472.0,476.0
187,Grêmio - RS,922.0,598.0
187,Grêmio - RS,250.0,471.0
187,Grêmio - RS,250.0,472.0
187,Grêmio - RS,21.0,361.0
187,Fluminense - RJ,159.0,569.0
187,Fluminense - RJ,681.0,190.0
187,Fluminense - RJ,810.0,1065.0
187,Fluminense - RJ,703.0,742.0
188,Athletico Paranaense - PR,,670.0
188,Athletico Paranaense - PR,1016.0,976.0
188,Athletico Paranaense - PR,1022.0,799.0
188,Athletico Paranaense - PR,228.0,393.0
188,Athletico Paranaense - PR,73.0,110.0
188,Cuiabá Saf - MT,891.0,978.0
188,Cuiabá Saf - MT,45.0,282.0
188,Cuiabá Saf - MT,281.0,607.0
188,Cuiabá Saf - MT,,175.0
188,Cuiabá Saf - MT,499.0,178.0
189,Fortaleza - CE,696.0,336.0
189,Fortaleza - CE,963.0,947.0
189,Fortaleza - CE,977.0,821.0
189,Fortaleza - CE,112.0,628.0
189,Fortaleza - CE,412.0,341.0
189,Santos - SP,530.0,99.0
189,Santos - SP,907.0,344.0
189,Santos - SP,438.0,590.0
189,Santos - SP,457.0,1050.0
189,Santos - SP,463.0,1050.0
189,Santos - SP,603.0,1064.0
190,America Saf - MG,909.0,1037.0
190,America Saf - MG,83.0,823.0
190,America Saf - MG,201.0,395.0
190,America Saf - MG,625.0,236.0
190,America Saf - MG,562.0,740.0
190,Goiás - GO,44.0,1007.0
190,Goiás - GO,44.0,1008.0
190,Goiás - GO,48.0,615.0
190,Goiás - GO,343.0,863.0
190,Goiás - GO,479.0,721.0
190,Goiás - GO,242.0,386.0
191,Fluminense - RJ,1003.0,494.0
191,Fluminense - RJ,681.0,190.0
191,Fluminense - RJ,687.0,569.0
191,Fluminense - RJ,810.0,703.0
191,Fluminense - RJ,272.0,742.0
191,America Saf - MG,164.0,700.0
191,America Saf - MG,793.0,30.0
191,America Saf - MG,913.0,236.0
191,America Saf - MG,262.0,823.0
191,America Saf - MG,338.0,768.0
192,Vasco da Gama S.a.f. - RJ,798.0,135.0
192,Vasco da Gama S.a.f. - RJ,942.0,926.0
192,Vasco da Gama S.a.f. - RJ,899.0,303.0
192,Atlético Mineiro - MG,813.0,17.0
192,Atlético Mineiro - MG,410.0,210.0
192,Atlético Mineiro - MG,903.0,804.0
192,Atlético Mineiro - MG,880.0,841.0
193,São Paulo - SP,642.0,32.0
193,São Paulo - SP,525.0,498.0
193,São Paulo - SP,800.0,596.0
193,São Paulo - SP,312.0,910.0
193,São Paulo - SP,431.0,634.0
193,Botafogo - RJ,485.0,503.0
193,Botafogo - RJ,658.0,749.0
193,Botafogo - RJ,584.0,470.0
193,Botafogo - RJ,432.0,180.0
193,Botafogo - RJ,278.0,391.0
194,Santos - SP,492.0,975.0
194,Santos - SP,603.0,195.0
194,Santos - SP,632.0,1064.0
194,Santos - SP,907.0,362.0
194,Santos - SP,689.0,530.0
194,Grêmio - RS,476.0,922.0
194,Grêmio - RS,471.0,53.0
194,Grêmio - RS,472.0,53.0
194,Grêmio - RS,250.0,471.0
194,Grêmio - RS,250.0,472.0
194,Grêmio - RS,268.0,361.0
194,Grêmio - RS,288.0,240.0
195,Goiás - GO,1056.0,863.0
195,Goiás - GO,242.0,1007.0
195,Goiás - GO,242.0,1008.0
195,Goiás - GO,44.0,1007.0
195,Goiás - GO,44.0,1008.0
195,Goiás - GO,343.0,526.0
195,Goiás - GO,48.0,24.0
195,Athletico Paranaense - PR,,670.0
195,Athletico Paranaense - PR,73.0,110.0
195,Athletico Paranaense - PR,976.0,393.0
195,Athletico Paranaense - PR,1022.0,799.0
196,Cruzeiro Saf - MG,106.0,761.0
196,Cruzeiro Saf - MG,848.0,328.0
196,Cruzeiro Saf - MG,1048.0,897.0
196,Cruzeiro Saf - MG,68.0,666.0
196,Corinthians - SP,1047.0,357.0
196,Corinthians - SP,751.0,59.0
196,Corinthians - SP,105.0,579.0
196,Corinthians - SP,261.0,330.0
196,Corinthians - SP,350.0,927.0
197,Internacional - RS,726.0,1032.0
197,Internacional - RS,1014.0,392.0
197,Internacional - RS,133.0,878.0
197,Internacional - RS,103.0,18.0
197,Internacional - RS,756.0,141.0
197,Fortaleza - CE,977.0,821.0
197,Fortaleza - CE,696.0,336.0
197,Fortaleza - CE,412.0,341.0
197,Fortaleza - CE,963.0,522.0
198,Coritiba S.a.f. - PR,941.0,534.0
198,Coritiba S.a.f. - PR,191.0,777.0
198,Coritiba S.a.f. - PR,289.0,736.0
198,Coritiba S.a.f. - PR,151.0,
198,Coritiba S.a.f. - PR,212.0,192.0
198,Flamengo - RJ,227.0,966.0
198,Flamengo - RJ,986.0,239.0
198,Flamengo - RJ,104.0,824.0
198,Flamengo - RJ,283.0,75.0
198,Flamengo - RJ,294.0,661.0
199,Bahia - BA,2.0,237.0
199,Bahia - BA,123.0,720.0
199,Bahia - BA,993.0,287.0
199,Bahia - BA,855.0,1058.0
199,Bahia - BA,529.0,787.0
199,Red Bull Bragantino - SP,4.0,502.0
199,Red Bull Bragantino - SP,583.0,633.0
199,Red Bull Bragantino - SP,967.0,23.0
199,Red Bull Bragantino - SP,425.0,735.0
199,Red Bull Bragantino - SP,101.0,1021.0
200,Cuiabá Saf - MT,19.0,282.0
200,Cuiabá Saf - MT,281.0,607.0
200,Cuiabá Saf - MT,499.0,178.0
200,Cuiabá Saf - MT,146.0,1036.0
200,Cuiabá Saf - MT,,175.0
200,Palmeiras - SP,862.0,427.0
200,Palmeiras - SP,72.0,85.0
200,Palmeiras - SP,511.0,252.0
200,Palmeiras - SP,493.0,762.0
200,Palmeiras - SP,509.0,925.0
201,Flamengo - RJ,661.0,239.0
201,Flamengo - RJ,104.0,243.0
201,Flamengo - RJ,966.0,43.0
201,Flamengo - RJ,329.0,986.0
201,Flamengo - RJ,294.0,824.0
201,Internacional - RS,756.0,878.0
201,Internacional - RS,392.0,405.0
201,Internacional - RS,660.0,224.0
201,Internacional - RS,726.0,141.0
201,Internacional - RS,830.0,18.0
202,Botafogo - RJ,180.0,432.0
202,Botafogo - RJ,291.0,161.0
202,Botafogo - RJ,470.0,707.0
202,Botafogo - RJ,485.0,658.0
202,Botafogo - RJ,749.0,187.0
202,Bahia - BA,955.0,1058.0
202,Bahia - BA,855.0,317.0
202,Bahia - BA,993.0,287.0
202,Bahia - BA,2.0,237.0
202,Bahia - BA,140.0,571.0
203,Palmeiras - SP,320.0,591.0
203,Palmeiras - SP,890.0,252.0
203,Palmeiras - SP,213.0,85.0
203,Palmeiras - SP,925.0,509.0
203,Palmeiras - SP,72.0,690.0
203,Vasco da Gama S.a.f. - RJ,899.0,508.0
203,Vasco da Gama S.a.f. - RJ,91.0,135.0
203,Vasco da Gama S.a.f. - RJ,942.0,597.0
203,Vasco da Gama S.a.f. - RJ,305.0,28.0
204,Corinthians - SP,1047.0,357.0
204,Corinthians - SP,334.0,877.0
204,Corinthians - SP,316.0,760.0
204,Corinthians - SP,579.0,105.0
204,Corinthians - SP,927.0,751.0
204,Goiás - GO,479.0,721.0
204,Goiás - GO,343.0,863.0
204,Goiás - GO,44.0,1007.0
204,Goiás - GO,44.0,1008.0
205,Red Bull Bragantino - SP,967.0,23.0
205,Red Bull Bragantino - SP,368.0,950.0
205,Red Bull Bragantino - SP,1062.0,587.0
205,Red Bull Bragantino - SP,376.0,735.0
205,Red Bull Bragantino - SP,694.0,1021.0
205,Cuiabá Saf - MT,175.0,607.0
205,Cuiabá Saf - MT,718.0,416.0
205,Cuiabá Saf - MT,281.0,282.0
205,Cuiabá Saf - MT,499.0,221.0
205,Cuiabá Saf - MT,891.0,920.0
205,Cuiabá Saf - MT,891.0,923.0
206,Atlético Mineiro - MG,795.0,20.0
206,Atlético Mineiro - MG,335.0,17.0
206,Atlético Mineiro - MG,813.0,931.0
206,Atlético Mineiro - MG,695.0,880.0
206,Atlético Mineiro - MG,841.0,410.0
206,Santos - SP,975.0,195.0
206,Santos - SP,457.0,530.0
206,Santos - SP,463.0,530.0
206,Santos - SP,632.0,603.0
206,Santos - SP,495.0,559.0
206,Santos - SP,438.0,1050.0
207,Grêmio - RS,838.0,906.0
207,Grêmio - RS,268.0,21.0
207,Grêmio - RS,288.0,592.0
207,Grêmio - RS,471.0,
207,Grêmio - RS,472.0,
207,Cruzeiro Saf - MG,375.0,819.0
207,Cruzeiro Saf - MG,388.0,460.0
207,Cruzeiro Saf - MG,710.0,106.0
207,Cruzeiro Saf - MG,737.0,666.0
207,Cruzeiro Saf - MG,702.0,532.0
208,Athletico Paranaense - PR,228.0,27.0
208,Athletico Paranaense - PR,1016.0,
208,Athletico Paranaense - PR,73.0,393.0
208,Athletico Paranaense - PR,1022.0,799.0
208,Fluminense - RJ,145.0,265.0
208,Fluminense - RJ,168.0,452.0
208,Fluminense - RJ,961.0,34.0
208,Fluminense - RJ,159.0,414.0
208,Fluminense - RJ,569.0,332.0
209,Fortaleza - CE,977.0,609.0
209,Fortaleza - CE,341.0,947.0
209,Fortaleza - CE,522.0,963.0
209,Fortaleza - CE,696.0,336.0
209,Fortaleza - CE,821.0,628.0
209,Coritiba S.a.f. - PR,192.0,624.0
209,Coritiba S.a.f. - PR,295.0,595.0
209,Coritiba S.a.f. - PR,319.0,595.0
209,Coritiba S.a.f. - PR,777.0,373.0
209,Coritiba S.a.f. - PR,151.0,754.0
209,Coritiba S.a.f. - PR,736.0,289.0
210,America Saf - MG,909.0,83.0
210,America Saf - MG,625.0,157.0
210,America Saf - MG,700.0,201.0
210,America Saf - MG,262.0,913.0
210,São Paulo - SP,525.0,634.0
210,São Paulo - SP,462.0,1035.0
210,São Paulo - SP,596.0,498.0
210,São Paulo - SP,431.0,32.0
210,São Paulo - SP,1038.0,642.0
211,Fluminense - RJ,494.0,561.0
211,Fluminense - RJ,324.0,569.0
211,Fluminense - RJ,272.0,742.0
211,Fluminense - RJ,34.0,159.0
211,Fluminense - RJ,687.0,1003.0
211,Fortaleza - CE,977.0,963.0
211,Fortaleza - CE,518.0,821.0
211,Fortaleza - CE,336.0,412.0
211,Fortaleza - CE,341.0,337.0
211,Fortaleza - CE,522.0,515.0
212,Botafogo - RJ,749.0,658.0
212,Botafogo - RJ,129.0,432.0
212,Botafogo - RJ,485.0,503.0
212,Botafogo - RJ,291.0,162.0
212,Botafogo - RJ,284.0,180.0
212,Flamengo - RJ,986.0,239.0
212,Flamengo - RJ,325.0,172.0
212,Flamengo - RJ,43.0,966.0
212,Flamengo - RJ,104.0,243.0
213,São Paulo - SP,596.0,38.0
213,São Paulo - SP,431.0,634.0
213,São Paulo - SP,642.0,912.0
213,São Paulo - SP,312.0,800.0
213,São Paulo - SP,525.0,498.0
213,Coritiba S.a.f. - PR,373.0,777.0
213,Coritiba S.a.f. - PR,941.0,534.0
213,Coritiba S.a.f. - PR,417.0,212.0
213,Coritiba S.a.f. - PR,900.0,192.0
213,Coritiba S.a.f. - PR,56.0,736.0
214,Corinthians - SP,251.0,741.0
214,Corinthians - SP,316.0,258.0
214,Corinthians - SP,334.0,927.0
214,Corinthians - SP,751.0,357.0
214,Corinthians - SP,1047.0,59.0
214,Palmeiras - SP,493.0,981.0
214,Palmeiras - SP,72.0,447.0
214,Palmeiras - SP,925.0,223.0
214,Palmeiras - SP,690.0,85.0
214,Palmeiras - SP,320.0,890.0
215,Goiás - GO,1056.0,863.0
215,Goiás - GO,48.0,526.0
215,Goiás - GO,390.0,24.0
215,Goiás - GO,343.0,651.0
215,Goiás - GO,479.0,721.0
215,Internacional - RS,133.0,756.0
215,Internacional - RS,1032.0,830.0
215,Internacional - RS,18.0,638.0
215,Internacional - RS,141.0,103.0
215,Internacional - RS,224.0,660.0
216,Cruzeiro Saf - MG,710.0,666.0
216,Cruzeiro Saf - MG,68.0,761.0
216,Cruzeiro Saf - MG,636.0,398.0
216,Cruzeiro Saf - MG,848.0,1048.0
216,Red Bull Bragantino - SP,619.0,646.0
216,Red Bull Bragantino - SP,1021.0,694.0
216,Red Bull Bragantino - SP,425.0,1062.0
216,Red Bull Bragantino - SP,376.0,735.0
216,Red Bull Bragantino - SP,967.0,23.0
217,Grêmio - RS,476.0,361.0
217,Grêmio - RS,268.0,240.0
217,Grêmio - RS,288.0,592.0
217,Grêmio - RS,471.0,21.0
217,Grêmio - RS,472.0,21.0
217,Grêmio - RS,645.0,521.0
217,Cuiabá Saf - MT,175.0,920.0
217,Cuiabá Saf - MT,175.0,923.0
217,Cuiabá Saf - MT,1036.0,499.0
217,Cuiabá Saf - MT,,178.0
217,Cuiabá Saf - MT,607.0,281.0
217,Cuiabá Saf - MT,891.0,419.0
218,Athletico Paranaense - PR,918.0,976.0
218,Athletico Paranaense - PR,228.0,27.0
218,Athletico Paranaense - PR,73.0,110.0
218,Athletico Paranaense - PR,1016.0,799.0
218,Atlético Mineiro - MG,94.0,881.0
218,Atlético Mineiro - MG,841.0,804.0
218,Atlético Mineiro - MG,335.0,17.0
218,Atlético Mineiro - MG,149.0,880.0
218,Atlético Mineiro - MG,695.0,39.0
219,Bahia - BA,855.0,640.0
219,Bahia - BA,529.0,600.0
219,Bahia - BA,571.0,317.0
219,Bahia - BA,2.0,287.0
219,Vasco da Gama S.a.f. - RJ,899.0,508.0
219,Vasco da Gama S.a.f. - RJ,942.0,135.0
219,Vasco da Gama S.a.f. - RJ,91.0,699.0
219,Vasco da Gama S.a.f. - RJ,305.0,188.0
219,Vasco da Gama S.a.f. - RJ,322.0,429.0
220,America Saf - MG,83.0,524.0
220,America Saf - MG,913.0,874.0
220,America Saf - MG,262.0,793.0
220,America Saf - MG,714.0,528.0
220,America Saf - MG,717.0,528.0
220,Santos - SP,495.0,1050.0
220,Santos - SP,907.0,979.0
220,Santos - SP,492.0,1064.0
220,Santos - SP,632.0,530.0
221,Flamengo - RJ,986.0,239.0
221,Flamengo - RJ,172.0,43.0
221,Athletico Paranaense - PR,670.0,92.0
221,Athletico Paranaense - PR,393.0,27.0
221,Athletico Paranaense - PR,110.0,1055.0
221,Athletico Paranaense - PR,976.0,918.0
222,Vasco da Gama S.a.f. - RJ,798.0,139.0
222,Vasco da Gama S.a.f. - RJ,91.0,708.0
222,Vasco da Gama S.a.f. - RJ,926.0,305.0
222,Vasco da Gama S.a.f. - RJ,699.0,188.0
222,Vasco da Gama S.a.f. - RJ,582.0,516.0
222,Fluminense - RJ,703.0,742.0
222,Fluminense - RJ,34.0,159.0
222,Fluminense - RJ,681.0,190.0
222,Fluminense - RJ,145.0,1065.0
222,Fluminense - RJ,445.0,1003.0
223,Palmeiras - SP,690.0,557.0
223,Palmeiras - SP,320.0,890.0
223,Palmeiras - SP,509.0,862.0
223,Palmeiras - SP,72.0,223.0
223,Palmeiras - SP,511.0,85.0
223,Goiás - GO,48.0,526.0
223,Goiás - GO,44.0,1007.0
223,Goiás - GO,44.0,1008.0
223,Goiás - GO,479.0,24.0
223,Goiás - GO,89.0,615.0
223,Goiás - GO,90.0,615.0
223,Goiás - GO,97.0,615.0
223,Goiás - GO,98.0,615.0
224,Santos - SP,689.0,36.0
224,Santos - SP,495.0,632.0
224,Santos - SP,362.0,975.0
224,Santos - SP,979.0,301.0
224,Santos - SP,438.0,530.0
224,Cruzeiro Saf - MG,68.0,666.0
224,Cruzeiro Saf - MG,328.0,106.0
224,Cruzeiro Saf - MG,737.0,398.0
224,Cruzeiro Saf - MG,710.0,761.0
224,Cruzeiro Saf - MG,1048.0,948.0
225,Red Bull Bragantino - SP,633.0,587.0
225,Red Bull Bragantino - SP,583.0,594.0
225,Red Bull Bragantino - SP,425.0,226.0
225,Red Bull Bragantino - SP,376.0,950.0
225,Red Bull Bragantino - SP,206.0,694.0
225,Grêmio - RS,268.0,240.0
225,Grêmio - RS,471.0,53.0
225,Grêmio - RS,472.0,53.0
225,Grêmio - RS,906.0,95.0
225,Grêmio - RS,288.0,21.0
225,Grêmio - RS,476.0,521.0
226,Atlético Mineiro - MG,17.0,259.0
226,Atlético Mineiro - MG,149.0,804.0
226,Atlético Mineiro - MG,841.0,881.0
226,Botafogo - RJ,617.0,898.0
226,Botafogo - RJ,485.0,749.0
226,Botafogo - RJ,284.0,180.0
226,Botafogo - RJ,584.0,432.0
226,Botafogo - RJ,503.0,658.0
227,Internacional - RS,103.0,726.0
227,Internacional - RS,756.0,405.0
227,Internacional - RS,297.0,919.0
227,Internacional - RS,306.0,919.0
227,Internacional - RS,309.0,789.0
227,Internacional - RS,18.0,354.0
227,Internacional - RS,18.0,364.0
227,São Paulo - SP,684.0,780.0
227,São Paulo - SP,634.0,765.0
227,São Paulo - SP,642.0,912.0
227,São Paulo - SP,115.0,808.0
227,São Paulo - SP,498.0,32.0
228,Coritiba S.a.f. - PR,373.0,777.0
228,Coritiba S.a.f. - PR,100.0,58.0
228,Coritiba S.a.f. - PR,941.0,192.0
228,Coritiba S.a.f. - PR,534.0,289.0
228,Coritiba S.a.f. - PR,56.0,151.0
228,Bahia - BA,2.0,287.0
228,Bahia - BA,1058.0,787.0
228,Bahia - BA,955.0,600.0
228,Bahia - BA,529.0,571.0
228,Bahia - BA,855.0,317.0
229,Fortaleza - CE,341.0,412.0
229,Fortaleza - CE,142.0,337.0
229,Fortaleza - CE,977.0,963.0
229,Fortaleza - CE,522.0,947.0
229,Fortaleza - CE,696.0,336.0
229,Corinthians - SP,316.0,983.0
229,Corinthians - SP,579.0,1047.0
229,Corinthians - SP,827.0,357.0
229,Corinthians - SP,832.0,357.0
229,Corinthians - SP,1068.0,59.0
229,Corinthians - SP,927.0,724.0
230,Cuiabá Saf - MT,146.0,178.0
230,Cuiabá Saf - MT,282.0,
230,Cuiabá Saf - MT,861.0,416.0
230,Cuiabá Saf - MT,1036.0,499.0
230,Cuiabá Saf - MT,281.0,175.0
230,America Saf - MG,83.0,913.0
230,America Saf - MG,262.0,201.0
230,America Saf - MG,338.0,30.0
230,America Saf - MG,562.0,524.0
230,America Saf - MG,714.0,157.0
230,America Saf - MG,717.0,157.0
231,Fluminense - RJ,324.0,1065.0
231,Fluminense - RJ,687.0,703.0
231,Fluminense - RJ,34.0,681.0
231,Fluminense - RJ,272.0,742.0
231,Fluminense - RJ,1003.0,569.0
231,Cruzeiro Saf - MG,761.0,819.0
231,Cruzeiro Saf - MG,710.0,948.0
231,Cruzeiro Saf - MG,1048.0,68.0
231,Cruzeiro Saf - MG,636.0,666.0
231,Cruzeiro Saf - MG,328.0,106.0
232,Vasco da Gama S.a.f. - RJ,504.0,429.0
232,Vasco da Gama S.a.f. - RJ,91.0,699.0
232,Vasco da Gama S.a.f. - RJ,926.0,597.0
232,Vasco da Gama S.a.f. - RJ,188.0,305.0
232,Vasco da Gama S.a.f. - RJ,798.0,135.0
232,Coritiba S.a.f. - PR,900.0,442.0
232,Coritiba S.a.f. - PR,56.0,1057.0
232,Coritiba S.a.f. - PR,373.0,777.0
232,Coritiba S.a.f. - PR,289.0,58.0
232,Coritiba S.a.f. - PR,430.0,989.0
233,São Paulo - SP,596.0,32.0
233,São Paulo - SP,642.0,169.0
233,São Paulo - SP,765.0,839.0
233,São Paulo - SP,525.0,951.0
233,São Paulo - SP,312.0,910.0
233,Fortaleza - CE,93.0,337.0
233,Fortaleza - CE,522.0,963.0
233,Fortaleza - CE,696.0,336.0
233,Fortaleza - CE,977.0,821.0
233,Fortaleza - CE,518.0,628.0
234,Corinthians - SP,316.0,877.0
234,Corinthians - SP,741.0,251.0
234,Corinthians - SP,637.0,257.0
234,Corinthians - SP,827.0,357.0
234,Corinthians - SP,832.0,357.0
234,Corinthians - SP,1047.0,59.0
234,Botafogo - RJ,485.0,124.0
234,Botafogo - RJ,584.0,503.0
234,Botafogo - RJ,658.0,180.0
234,Botafogo - RJ,701.0,291.0
234,Botafogo - RJ,284.0,391.0
235,Goiás - GO,721.0,177.0
235,Goiás - GO,44.0,1007.0
235,Goiás - GO,44.0,1008.0
235,Goiás - GO,48.0,526.0
235,Goiás - GO,651.0,24.0
235,Goiás - GO,343.0,1007.0
235,Goiás - GO,343.0,1008.0
235,Flamengo - RJ,325.0,243.0
235,Flamengo - RJ,239.0,406.0
235,Flamengo - RJ,986.0,828.0
236,Atlético Mineiro - MG,149.0,259.0
236,Atlético Mineiro - MG,813.0,881.0
236,Atlético Mineiro - MG,335.0,17.0
236,Atlético Mineiro - MG,803.0,441.0
236,Atlético Mineiro - MG,841.0,200.0
236,Cuiabá Saf - MT,281.0,607.0
236,Cuiabá Saf - MT,978.0,891.0
236,Cuiabá Saf - MT,175.0,
236,Cuiabá Saf - MT,1036.0,178.0
236,Cuiabá Saf - MT,146.0,801.0
237,Grêmio - RS,906.0,107.0
237,Grêmio - RS,288.0,240.0
237,Grêmio - RS,471.0,53.0
237,Grêmio - RS,472.0,53.0
237,Grêmio - RS,645.0,922.0
237,Grêmio - RS,778.0,21.0
237,Grêmio - RS,782.0,21.0
237,Palmeiras - SP,223.0,925.0
237,Palmeiras - SP,690.0,557.0
237,Palmeiras - SP,72.0,655.0
237,Palmeiras - SP,511.0,85.0
237,Palmeiras - SP,320.0,890.0
238,Athletico Paranaense - PR,277.0,27.0
238,Athletico Paranaense - PR,1022.0,799.0
238,Athletico Paranaense - PR,110.0,976.0
238,Athletico Paranaense - PR,670.0,92.0
238,Internacional - RS,150.0,878.0
238,Internacional - RS,638.0,224.0
238,Internacional - RS,726.0,1032.0
238,Internacional - RS,660.0,18.0
238,Internacional - RS,789.0,309.0
239,Bahia - BA,1058.0,600.0
239,Bahia - BA,2.0,640.0
239,Bahia - BA,855.0,317.0
239,Bahia - BA,237.0,993.0
239,Santos - SP,632.0,362.0
239,Santos - SP,689.0,530.0
239,Santos - SP,559.0,979.0
239,Santos - SP,1064.0,195.0
240,America Saf - MG,714.0,157.0
240,America Saf - MG,717.0,157.0
240,America Saf - MG,83.0,913.0
240,America Saf - MG,909.0,524.0
240,America Saf - MG,262.0,706.0
240,Red Bull Bragantino - SP,425.0,226.0
240,Red Bull Bragantino - SP,1021.0,587.0
240,Red Bull Bragantino - SP,735.0,402.0
