NPartida,Clube,Cartao,Punido
227,Internacional - RS,Y,309.0
227,Internacional - RS,Y,638.0
227,São Paulo - SP,Y,684.0
227,São Paulo - SP,Y,186.0
227,São Paulo - SP,Y,800.0
227,São Paulo - SP,Y,498.0
228,Coritiba S.a.f. - PR,Y,373.0
228,Coritiba S.a.f. - PR,Y,100.0
228,Coritiba S.a.f. - PR,Y,960.0
228,Bahia - BA,Y,529.0
229,Fortaleza - CE,Y,696.0
229,Corinthians - SP,Y,132.0
229,Corinthians - SP,Y,105.0
230,Cuiabá Saf - MT,Y,282.0
230,America Saf - MG,Y,909.0
230,America Saf - MG,Y,913.0
230,America Saf - MG,Y,262.0
230,America Saf - MG,Y,164.0
230,America Saf - MG,R,164.0
231,Fluminense - RJ,Y,249.0
231,Fluminense - RJ,Y,682.0
231,Fluminense - RJ,Y,687.0
231,Fluminense - RJ,Y,681.0
231,Fluminense - RJ,Y,272.0
231,Fluminense - RJ,Y,55.0
231,Cruzeiro Saf - MG,Y,1048.0
232,Vasco da Gama S.a.f. - RJ,Y,135.0
232,Coritiba S.a.f. - PR,Y,56.0
232,Coritiba S.a.f. - PR,Y,1057.0
232,Coritiba S.a.f. - PR,Y,77.0
233,São Paulo - SP,Y,780.0
233,São Paulo - SP,Y,186.0
233,São Paulo - SP,Y,910.0
233,Fortaleza - CE,Y,478.0
233,Fortaleza - CE,Y,963.0
233,Fortaleza - CE,Y,696.0
233,Fortaleza - CE,Y,142.0
233,Fortaleza - CE,Y,821.0
233,Fortaleza - CE,Y,518.0
234,Corinthians - SP,Y,132.0
234,Corinthians - SP,Y,316.0
234,Corinthians - SP,Y,1068.0
234,Corinthians - SP,Y,257.0
234,Botafogo - RJ,Y,180.0
234,Botafogo - RJ,Y,162.0
234,Botafogo - RJ,Y,701.0
234,Botafogo - RJ,Y,9.0
234,Botafogo - RJ,R,278.0
235,Goiás - GO,Y,526.0
235,Flamengo - RJ,Y,104.0
235,Flamengo - RJ,Y,406.0
235,Flamengo - RJ,Y,253.0
236,Atlético Mineiro - MG,Y,795.0
236,Atlético Mineiro - MG,Y,803.0
236,Atlético Mineiro - MG,Y,841.0
236,Cuiabá Saf - MT,Y,607.0
236,Cuiabá Saf - MT,Y,697.0
236,Cuiabá Saf - MT,Y,175.0
237,Grêmio - RS,Y,307.0
237,Grêmio - RS,Y,906.0
237,Grêmio - RS,Y,471.0
237,Grêmio - RS,Y,472.0
237,Grêmio - RS,R,748.0
237,Palmeiras - SP,Y,690.0
237,Palmeiras - SP,Y,320.0
237,Palmeiras - SP,Y,762.0
238,Athletico Paranaense - PR,Y,964.0
238,Athletico Paranaense - PR,Y,799.0
238,Athletico Paranaense - PR,Y,1016.0
238,Internacional - RS,Y,256.0
238,Internacional - RS,Y,133.0
238,Internacional - RS,Y,726.0
238,Internacional - RS,Y,1032.0
238,Internacional - RS,Y,789.0
239,Bahia - BA,Y,600.0
239,Santos - SP,Y,632.0
239,Santos - SP,Y,492.0
240,Red Bull Bragantino - SP,Y,633.0
240,Red Bull Bragantino - SP,Y,730.0
241,Flamengo - RJ,Y,966.0
241,Bahia - BA,Y,1058.0
241,Bahia - BA,Y,529.0
241,Bahia - BA,R,987.0
242,Botafogo - RJ,Y,617.0
242,Botafogo - RJ,Y,180.0
242,Botafogo - RJ,Y,485.0
242,Botafogo - RJ,Y,284.0
242,Goiás - GO,Y,623.0
242,Goiás - GO,Y,671.0
242,Goiás - GO,Y,44.0
242,Goiás - GO,Y,242.0
243,São Paulo - SP,Y,684.0
243,São Paulo - SP,Y,626.0
243,São Paulo - SP,Y,1038.0
243,São Paulo - SP,Y,498.0
243,São Paulo - SP,Y,312.0
243,Corinthians - SP,Y,357.0
243,Corinthians - SP,Y,59.0
244,Santos - SP,Y,466.0
244,Santos - SP,Y,514.0
244,Santos - SP,Y,1064.0
244,Santos - SP,Y,195.0
244,Santos - SP,Y,975.0
244,Santos - SP,R,632.0
244,Vasco da Gama S.a.f. - RJ,Y,135.0
244,Vasco da Gama S.a.f. - RJ,R,322.0
245,Red Bull Bragantino - SP,Y,148.0
245,Red Bull Bragantino - SP,Y,619.0
245,Red Bull Bragantino - SP,Y,4.0
245,Red Bull Bragantino - SP,Y,967.0
245,Palmeiras - SP,Y,981.0
245,Palmeiras - SP,Y,591.0
246,Cruzeiro Saf - MG,Y,1048.0
246,Cruzeiro Saf - MG,Y,106.0
246,Cruzeiro Saf - MG,Y,737.0
246,Cruzeiro Saf - MG,R,276.0
246,America Saf - MG,Y,1034.0
246,America Saf - MG,Y,30.0
246,America Saf - MG,Y,232.0
247,Internacional - RS,Y,405.0
247,Internacional - RS,R,392.0
247,Atlético Mineiro - MG,Y,813.0
248,Coritiba S.a.f. - PR,Y,151.0
248,Coritiba S.a.f. - PR,Y,192.0
248,Athletico Paranaense - PR,Y,13.0
248,Athletico Paranaense - PR,Y,976.0
248,Athletico Paranaense - PR,Y,964.0
248,Athletico Paranaense - PR,Y,126.0
249,Fortaleza - CE,Y,678.0
249,Grêmio - RS,Y,778.0
249,Grêmio - RS,Y,782.0
249,Grêmio - RS,Y,598.0
250,Cuiabá Saf - MT,Y,19.0
250,Cuiabá Saf - MT,Y,607.0
250,Cuiabá Saf - MT,Y,281.0
250,Fluminense - RJ,Y,1003.0
250,Fluminense - RJ,Y,961.0
250,Fluminense - RJ,R,742.0
251,Fluminense - RJ,Y,494.0
251,Fluminense - RJ,Y,687.0
251,Botafogo - RJ,Y,162.0
251,Botafogo - RJ,Y,701.0
252,Vasco da Gama S.a.f. - RJ,Y,814.0
252,Vasco da Gama S.a.f. - RJ,Y,817.0
252,Vasco da Gama S.a.f. - RJ,Y,621.0
252,Vasco da Gama S.a.f. - RJ,Y,672.0
252,Vasco da Gama S.a.f. - RJ,Y,582.0
252,São Paulo - SP,Y,780.0
253,Palmeiras - SP,Y,511.0
253,Palmeiras - SP,Y,890.0
253,Santos - SP,Y,36.0
253,Santos - SP,Y,975.0
253,Santos - SP,Y,344.0
254,Corinthians - SP,Y,257.0
254,Corinthians - SP,Y,637.0
254,Corinthians - SP,Y,316.0
254,Flamengo - RJ,Y,227.0
254,Flamengo - RJ,Y,104.0
254,Flamengo - RJ,Y,581.0
255,Goiás - GO,Y,623.0
255,Goiás - GO,Y,89.0
255,Goiás - GO,Y,90.0
255,Goiás - GO,Y,97.0
255,Goiás - GO,Y,98.0
255,Bahia - BA,Y,317.0
255,Bahia - BA,Y,529.0
256,Atlético Mineiro - MG,Y,795.0
256,Atlético Mineiro - MG,Y,803.0
256,Coritiba S.a.f. - PR,Y,900.0
256,Coritiba S.a.f. - PR,Y,377.0
257,Internacional - RS,Y,789.0
257,Internacional - RS,Y,224.0
257,Internacional - RS,Y,309.0
257,Internacional - RS,Y,458.0
257,Internacional - RS,Y,405.0
257,Internacional - RS,Y,878.0
257,Grêmio - RS,Y,21.0
257,Grêmio - RS,Y,1030.0
257,Grêmio - RS,Y,748.0
257,Grêmio - RS,Y,838.0
258,Athletico Paranaense - PR,Y,277.0
258,Athletico Paranaense - PR,Y,13.0
258,Red Bull Bragantino - SP,Y,4.0
258,Red Bull Bragantino - SP,Y,865.0
258,Red Bull Bragantino - SP,Y,646.0
258,Red Bull Bragantino - SP,Y,376.0
259,Fortaleza - CE,Y,218.0
259,Fortaleza - CE,Y,412.0
259,America Saf - MG,Y,886.0
260,Cruzeiro Saf - MG,Y,666.0
260,Cruzeiro Saf - MG,Y,605.0
260,Cruzeiro Saf - MG,Y,606.0
260,Cruzeiro Saf - MG,Y,68.0
261,Fluminense - RJ,Y,324.0
261,Fluminense - RJ,Y,681.0
261,Fluminense - RJ,Y,1003.0
261,Fluminense - RJ,R,272.0
261,Corinthians - SP,Y,760.0
261,Corinthians - SP,Y,827.0
261,Corinthians - SP,Y,832.0
261,Corinthians - SP,Y,1068.0
262,Vasco da Gama S.a.f. - RJ,Y,699.0
262,Vasco da Gama S.a.f. - RJ,Y,305.0
262,Vasco da Gama S.a.f. - RJ,Y,708.0
262,Fortaleza - CE,Y,336.0
262,Fortaleza - CE,Y,337.0
263,Palmeiras - SP,Y,223.0
263,Palmeiras - SP,Y,366.0
263,Palmeiras - SP,Y,447.0
263,Palmeiras - SP,Y,925.0
263,Palmeiras - SP,Y,252.0
263,Palmeiras - SP,Y,557.0
263,Atlético Mineiro - MG,Y,259.0
263,Atlético Mineiro - MG,Y,931.0
263,Atlético Mineiro - MG,Y,20.0
264,Santos - SP,Y,466.0
264,Santos - SP,Y,438.0
264,Santos - SP,Y,362.0
264,Santos - SP,Y,195.0
264,Red Bull Bragantino - SP,Y,594.0
265,Goiás - GO,Y,945.0
265,Goiás - GO,Y,721.0
265,Goiás - GO,Y,44.0
265,Goiás - GO,Y,1056.0
265,São Paulo - SP,Y,115.0
265,São Paulo - SP,Y,684.0
265,São Paulo - SP,Y,800.0
266,Cruzeiro Saf - MG,Y,375.0
266,Cruzeiro Saf - MG,Y,702.0
266,Cruzeiro Saf - MG,Y,1048.0
266,Flamengo - RJ,Y,14.0
266,Flamengo - RJ,Y,966.0
267,Grêmio - RS,Y,645.0
267,Grêmio - RS,Y,869.0
267,Grêmio - RS,R,869.0
267,Athletico Paranaense - PR,Y,601.0
267,Athletico Paranaense - PR,Y,27.0
267,Athletico Paranaense - PR,Y,976.0
267,Athletico Paranaense - PR,Y,536.0
267,Athletico Paranaense - PR,Y,13.0
267,Athletico Paranaense - PR,Y,964.0
268,Cuiabá Saf - MT,Y,19.0
268,Cuiabá Saf - MT,Y,861.0
269,Bahia - BA,Y,529.0
269,Internacional - RS,Y,1014.0
269,Internacional - RS,R,638.0
270,America Saf - MG,Y,30.0
270,Botafogo - RJ,Y,503.0
271,Flamengo - RJ,Y,253.0
271,Vasco da Gama S.a.f. - RJ,Y,811.0
271,Vasco da Gama S.a.f. - RJ,Y,814.0
271,Vasco da Gama S.a.f. - RJ,Y,817.0
272,Botafogo - RJ,Y,129.0
272,Botafogo - RJ,Y,485.0
272,Athletico Paranaense - PR,Y,536.0
273,São Paulo - SP,Y,800.0
273,Grêmio - RS,Y,519.0
273,Grêmio - RS,Y,645.0
273,Grêmio - RS,Y,1030.0
274,Corinthians - SP,Y,257.0
274,Corinthians - SP,Y,1047.0
274,America Saf - MG,Y,886.0
274,America Saf - MG,Y,1037.0
275,Red Bull Bragantino - SP,Y,1021.0
275,Red Bull Bragantino - SP,Y,619.0
275,Red Bull Bragantino - SP,Y,730.0
275,Fluminense - RJ,Y,445.0
275,Fluminense - RJ,Y,938.0
276,Atlético Mineiro - MG,Y,94.0
276,Atlético Mineiro - MG,Y,259.0
276,Atlético Mineiro - MG,Y,803.0
276,Cruzeiro Saf - MG,Y,737.0
276,Cruzeiro Saf - MG,Y,388.0
276,Cruzeiro Saf - MG,Y,848.0
277,Internacional - RS,Y,878.0
277,Santos - SP,Y,362.0
278,Coritiba S.a.f. - PR,Y,777.0
278,Palmeiras - SP,Y,890.0
279,Bahia - BA,Y,955.0
279,Bahia - BA,Y,140.0
279,Bahia - BA,Y,864.0
279,Bahia - BA,Y,123.0
279,Bahia - BA,Y,1058.0
279,Fortaleza - CE,Y,93.0
279,Fortaleza - CE,Y,218.0
279,Fortaleza - CE,Y,628.0
280,Cuiabá Saf - MT,Y,891.0
280,Goiás - GO,Y,949.0
280,Goiás - GO,Y,242.0
280,Goiás - GO,Y,863.0
281,Fluminense - RJ,Y,703.0
281,Fluminense - RJ,Y,324.0
281,Fluminense - RJ,Y,55.0
281,Fluminense - RJ,Y,810.0
281,Goiás - GO,Y,526.0
281,Goiás - GO,Y,343.0
282,Vasco da Gama S.a.f. - RJ,Y,504.0
282,Vasco da Gama S.a.f. - RJ,R,814.0
282,Vasco da Gama S.a.f. - RJ,R,817.0
282,Vasco da Gama S.a.f. - RJ,R,229.0
282,Internacional - RS,Y,943.0
282,Internacional - RS,Y,133.0
282,Internacional - RS,Y,309.0
282,Internacional - RS,Y,1032.0
283,Palmeiras - SP,Y,223.0
283,Palmeiras - SP,Y,511.0
283,Palmeiras - SP,Y,862.0
283,São Paulo - SP,Y,626.0
283,São Paulo - SP,Y,1038.0
283,São Paulo - SP,R,684.0
284,Santos - SP,Y,492.0
284,Santos - SP,Y,530.0
284,Coritiba S.a.f. - PR,Y,736.0
284,Coritiba S.a.f. - PR,Y,900.0
284,Coritiba S.a.f. - PR,Y,289.0
284,Coritiba S.a.f. - PR,R,1057.0
285,Red Bull Bragantino - SP,Y,583.0
285,Red Bull Bragantino - SP,Y,4.0
285,Atlético Mineiro - MG,Y,238.0
285,Atlético Mineiro - MG,Y,149.0
285,Atlético Mineiro - MG,Y,795.0
285,Atlético Mineiro - MG,Y,880.0
286,Cruzeiro Saf - MG,Y,636.0
286,Cruzeiro Saf - MG,Y,666.0
286,Bahia - BA,Y,140.0
286,Bahia - BA,Y,123.0
287,Grêmio - RS,Y,1030.0
287,Grêmio - RS,Y,21.0
287,Grêmio - RS,Y,838.0
287,Flamengo - RJ,Y,581.0
287,Flamengo - RJ,Y,661.0
287,Flamengo - RJ,Y,227.0
287,Flamengo - RJ,Y,239.0
288,America Saf - MG,Y,791.0
290,Cuiabá Saf - MT,Y,281.0
290,Corinthians - SP,Y,251.0
290,Corinthians - SP,Y,105.0
290,Corinthians - SP,Y,132.0
