NPartida,Time,Apelido,Cartao
149,Fortaleza - CE,Bruno Pacheco,Y
149,Fortaleza - CE,Caio,Y
149,Fortaleza - CE,Britez,Y
149,Fortaleza - CE,Thiago Galhardo,Y
149,Cuiabá Saf - MT,Pablo Ceppelini Gatto,Y
149,Cuiabá Saf - MT,Iury,Y
149,Cuiabá Saf - MT,Deyverson,Y
149,Cuiabá Saf - MT,Clayson,Y
150,America Saf - MG,Felipe Azevedo,Y
150,America Saf - MG,Emmanuel Martinez,Y
150,America Saf - MG,Javier Mendez,Y
150,America Saf - MG,Felipe Azevedo,R
150,America Saf - MG,Iago,R
150,Vasco da Gama S.a.f. - RJ,Lucas Piton,Y
150,Vasco da Gama S.a.f. - RJ,Serginho,Y
151,Flamengo - RJ,Ayrton Lucas,Y
151,Flamengo - RJ,De Arrascaeta,Y
151,America Saf - MG,Iago,Y
151,America Saf - MG,Daniel Borges,Y
151,America Saf - MG,Martin Benitez,Y
151,America Saf - MG,Paulo,Y
152,Vasco da Gama S.a.f. - RJ,Jair,Y
152,Vasco da Gama S.a.f. - RJ,Zé Vitor,Y
152,Athletico Paranaense - PR,Khellven,Y
152,Athletico Paranaense - PR,Lucas Esquivel,Y
152,Athletico Paranaense - PR,Fernandinho,Y
152,Athletico Paranaense - PR,Ze Ivaldo,R
153,Palmeiras - SP,Weverton,Y
153,Palmeiras - SP,Ze Rafael,Y
153,Palmeiras - SP,Joaquin Piquerez,Y
153,Fortaleza - CE,Christian,Y
153,Fortaleza - CE,Marcelo,Y
153,Fortaleza - CE,Welison,Y
153,Fortaleza - CE,Britez,Y
153,Fortaleza - CE,Lucas,Y
153,Fortaleza - CE,Silvio Romero,Y
154,Santos - SP,Jean,Y
154,Santos - SP,Joao,Y
154,Santos - SP,Alex,Y
154,Botafogo - RJ,Marcal,Y
154,Botafogo - RJ,Adryelson,Y
154,Botafogo - RJ,Matias Segovia,Y
155,Red Bull Bragantino - SP,Andres Hurtado,Y
155,Red Bull Bragantino - SP,Léo Ortiz,Y
155,Red Bull Bragantino - SP,Natan,Y
155,Internacional - RS,Alan Patrick,Y
155,Internacional - RS,Matheus,Y
156,Cruzeiro Saf - MG,Rafael Cabral,Y
156,Cruzeiro Saf - MG,Gilberto,Y
156,Cruzeiro Saf - MG,Bruno Rodrigues,Y
156,Cruzeiro Saf - MG,Luciano Castan,Y
156,Goiás - GO,Sander,Y
156,Goiás - GO,Allano,Y
156,Goiás - GO,Joao,Y
156,Goiás - GO,Willian Oliveira,Y
156,Goiás - GO,Hugo,Y
157,Grêmio - RS,Gabriel Grando,Y
157,Grêmio - RS,Reinaldo,Y
157,Grêmio - RS,Uvini,Y
157,Atlético Mineiro - MG,Alisson Santana,Y
157,Atlético Mineiro - MG,Rubens,Y
157,Atlético Mineiro - MG,Renzo Saravia,Y
157,Atlético Mineiro - MG,Muricio Lemos,Y
158,Coritiba S.a.f. - PR,Robson,Y
158,Fluminense - RJ,André,Y
159,Bahia - BA,Yago Felipe,Y
159,Bahia - BA,Ademir,Y
159,Bahia - BA,Kanu,Y
159,Corinthians - SP,Gil,Y
159,Corinthians - SP,Murillo,Y
160,Cuiabá Saf - MT,Cafu,Y
160,Cuiabá Saf - MT,Marllon,Y
160,São Paulo - SP,Luciano,Y
160,São Paulo - SP,Pablo,Y
160,São Paulo - SP,Diego,Y
160,São Paulo - SP,Calleri,Y
160,São Paulo - SP,Erison,Y
161,Fluminense - RJ,Nino,Y
161,Fluminense - RJ,André,Y
161,Fluminense - RJ,German Cano,Y
161,Fluminense - RJ,Martinelli,Y
161,Fluminense - RJ,Marlon Santos,Y
161,Fluminense - RJ,Leo Fernandez,Y
161,Santos - SP,Joao Paulo,Y
161,Santos - SP,Dodo,Y
161,Santos - SP,Mendoza,Y
161,Santos - SP,Lucas,Y
161,Santos - SP,Rodrigo,Y
161,Santos - SP,Camacho,Y
162,Botafogo - RJ,Carlos,Y
162,Coritiba S.a.f. - PR,Matheus,Y
162,Coritiba S.a.f. - PR,Natanael Milouski,Y
162,Coritiba S.a.f. - PR,Robson,Y
163,Bahia - BA,Rafael Ratão,Y
163,Bahia - BA,Matheus Bahia,Y
163,Bahia - BA,Gabriel Xavier,Y
163,Bahia - BA,Gilberto,Y
164,Corinthians - SP,Caetano,Y
164,Corinthians - SP,Fausto,Y
165,Goiás - GO,Bruno,Y
165,Goiás - GO,Bruno,Y
165,Goiás - GO,Morelli,Y
165,Goiás - GO,Matheus Babi,Y
165,Grêmio - RS,Cuiabano,Y
165,Grêmio - RS,Ronald,Y
166,Atlético Mineiro - MG,Everson,Y
166,Atlético Mineiro - MG,Renzo Saravia,Y
166,Atlético Mineiro - MG,Pavon,Y
166,Flamengo - RJ,Matheus Cunha,Y
166,Flamengo - RJ,Filipe Luís,Y
166,Flamengo - RJ,De Arrascaeta,Y
166,Flamengo - RJ,Gabriel Barbosa,Y
166,Flamengo - RJ,Leo Pereira,Y
167,Internacional - RS,Vitão,Y
167,Internacional - RS,BUSTOS,Y
167,Internacional - RS,THAUAN LARA,Y
167,Internacional - RS,Gabriel Mercado,R
167,Cuiabá Saf - MT,Walter,Y
167,Cuiabá Saf - MT,Raniele,Y
168,Athletico Paranaense - PR,VIDAL,Y
168,Cruzeiro Saf - MG,Rafael Cabral,Y
168,Cruzeiro Saf - MG,Palacios,Y
168,Cruzeiro Saf - MG,William,Y
168,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Y
169,Fortaleza - CE,Guilherme Augusto,Y
169,Fortaleza - CE,Christian,Y
169,Red Bull Bragantino - SP,Evangelista,Y
169,Red Bull Bragantino - SP,Gustavinho,Y
169,Red Bull Bragantino - SP,Thiago Borbas,Y
170,America Saf - MG,Paulo,Y
170,America Saf - MG,Juninho,Y
170,Palmeiras - SP,Gustavo Gomez,Y
171,Fluminense - RJ,John Kennedy,Y
171,Fluminense - RJ,Lima,Y
171,Fluminense - RJ,Martinelli,Y
171,Fluminense - RJ,Felipe Melo,Y
171,Fluminense - RJ,Lelê,R
171,Palmeiras - SP,Weverton,Y
171,Palmeiras - SP,Vanderlan,Y
172,Vasco da Gama S.a.f. - RJ,Praxedes,Y
172,Grêmio - RS,Reinaldo,Y
173,São Paulo - SP,Rafinha,Y
173,São Paulo - SP,Beraldo,Y
173,São Paulo - SP,Pablo,Y
173,São Paulo - SP,Rodrigo Nestor,Y
173,São Paulo - SP,David,Y
173,São Paulo - SP,Diego,Y
173,Atlético Mineiro - MG,Matheus Mendes,Y
173,Atlético Mineiro - MG,Pavon,Y
173,Atlético Mineiro - MG,Rodrigo Battaglia,Y
173,Atlético Mineiro - MG,Jemerson,Y
173,Atlético Mineiro - MG,Renzo Saravia,Y
174,Santos - SP,Joao Paulo,Y
174,Santos - SP,Lucas Lima,Y
174,Santos - SP,Mendoza,Y
174,Athletico Paranaense - PR,Vitor Bueno,Y
174,Athletico Paranaense - PR,Vitor Roque,Y
175,Goiás - GO,Edu,Y
175,Fortaleza - CE,Dudu,Y
175,Fortaleza - CE,Caio,Y
175,Fortaleza - CE,Lucero,Y
176,Cruzeiro Saf - MG,Luciano Castan,Y
176,Botafogo - RJ,Marcal,Y
176,Botafogo - RJ,Tiquinho,Y
177,Internacional - RS,Rochet,Y
177,Internacional - RS,Joao Lucas,Y
177,Internacional - RS,Bruno,Y
177,Internacional - RS,Carlos de Pena,R
177,Corinthians - SP,Roni,Y
177,Corinthians - SP,RUAN,Y
177,Corinthians - SP,Yuri Alberto,Y
178,Coritiba S.a.f. - PR,Andrey,Y
178,Coritiba S.a.f. - PR,Bruno Gomes,Y
178,Coritiba S.a.f. - PR,Jamerson,Y
178,Red Bull Bragantino - SP,Andres Hurtado,Y
178,Red Bull Bragantino - SP,J. Capixaba,Y
178,Red Bull Bragantino - SP,Cipriano,Y
178,Red Bull Bragantino - SP,Luan Candido,Y
178,Red Bull Bragantino - SP,Vitinho,Y
179,Bahia - BA,Cittadini,Y
179,Bahia - BA,Ademir,Y
179,Bahia - BA,Jacare,Y
179,Bahia - BA,Vitor Hugo,Y
179,America Saf - MG,Gonzalo Mastriani,Y
179,America Saf - MG,Martin Benitez,Y
179,America Saf - MG,Juninho,Y
179,America Saf - MG,Esteban Burgos,R
180,Cuiabá Saf - MT,Uendel,Y
180,Cuiabá Saf - MT,Raniele,Y
181,Flamengo - RJ,Wesley,Y
181,Flamengo - RJ,Gerson,Y
181,São Paulo - SP,Jandrei,Y
181,São Paulo - SP,Juan,Y
181,São Paulo - SP,Alan Franco,Y
181,São Paulo - SP,Welington,Y
181,São Paulo - SP,Rodrigo Nestor,Y
181,São Paulo - SP,Wellington Rato,Y
182,Botafogo - RJ,Janderson,Y
182,Botafogo - RJ,Adryelson,Y
182,Botafogo - RJ,Philipe,Y
182,Internacional - RS,Rochet,Y
182,Internacional - RS,Gabriel Mercado,Y
182,Internacional - RS,Gabriel,Y
183,Palmeiras - SP,Gustavo Gomez,Y
183,Palmeiras - SP,Vanderlan,Y
183,Cruzeiro Saf - MG,Matheus,Y
183,Cruzeiro Saf - MG,Palacios,Y
183,Cruzeiro Saf - MG,Gilberto,Y
184,Corinthians - SP,Fagner,Y
184,Corinthians - SP,Maycon,Y
184,Coritiba S.a.f. - PR,Henrique,Y
184,Coritiba S.a.f. - PR,Victor,Y
185,Red Bull Bragantino - SP,Aderlan,Y
185,Red Bull Bragantino - SP,J. Capixaba,Y
185,Red Bull Bragantino - SP,Alerrandro,Y
185,Vasco da Gama S.a.f. - RJ,Leo Jardim,Y
185,Vasco da Gama S.a.f. - RJ,Medel,Y
185,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Y
185,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Y
185,Vasco da Gama S.a.f. - RJ,Orellano,Y
186,Atlético Mineiro - MG,Pavon,Y
186,Atlético Mineiro - MG,Otavio,Y
187,Grêmio - RS,Fabio,Y
187,Grêmio - RS,Suarez,Y
187,Grêmio - RS,Villasanti,Y
187,Fluminense - RJ,Daniel,Y
187,Fluminense - RJ,André,Y
187,Fluminense - RJ,Samuel Xavier,Y
187,Fluminense - RJ,Marlon Santos,Y
188,Athletico Paranaense - PR,Cacá,Y
188,Athletico Paranaense - PR,Thiago Heleno,Y
188,Athletico Paranaense - PR,Fernandinho,Y
188,Athletico Paranaense - PR,Canobbio,Y
188,Athletico Paranaense - PR,Erick,Y
188,Cuiabá Saf - MT,RIKELME,Y
188,Cuiabá Saf - MT,ALAN,Y
188,Cuiabá Saf - MT,Deyverson,Y
189,Fortaleza - CE,Christian,Y
189,Fortaleza - CE,Machuca,Y
189,Santos - SP,Rodrigo,Y
190,America Saf - MG,Daniel Borges,R
190,Goiás - GO,Matheus Babi,Y
191,Fluminense - RJ,Jhon Arias,Y
191,America Saf - MG,Everaldo,Y
192,Vasco da Gama S.a.f. - RJ,Serginho,Y
192,Vasco da Gama S.a.f. - RJ,Praxedes,Y
192,Vasco da Gama S.a.f. - RJ,Medel,Y
192,Vasco da Gama S.a.f. - RJ,Paulinho,Y
192,Vasco da Gama S.a.f. - RJ,Gabriel Dias,Y
192,Vasco da Gama S.a.f. - RJ,Léo,Y
192,Atlético Mineiro - MG,Rodrigo Battaglia,Y
192,Atlético Mineiro - MG,Renzo Saravia,Y
192,Atlético Mineiro - MG,Jemerson,Y
193,São Paulo - SP,Luciano,Y
193,São Paulo - SP,Diego,Y
193,São Paulo - SP,Welington,Y
193,Botafogo - RJ,Tche Tche,Y
193,Botafogo - RJ,Di Placido,Y
194,Santos - SP,Joao Paulo,Y
194,Santos - SP,Joaquim,Y
194,Santos - SP,Yeferson Soteldo,Y
194,Santos - SP,Dodo,Y
194,Santos - SP,Marcos Leonardo,Y
194,Santos - SP,Julio Furch,Y
194,Grêmio - RS,R. Ely,Y
194,Grêmio - RS,Bruno Alves,Y
194,Grêmio - RS,Fabio,Y
194,Grêmio - RS,G. Martins,Y
194,Grêmio - RS,Reinaldo,R
195,Goiás - GO,Raphael Guzzo,Y
195,Goiás - GO,Bruno,Y
195,Athletico Paranaense - PR,VIDAL,Y
195,Athletico Paranaense - PR,Canobbio,Y
195,Athletico Paranaense - PR,Fernandinho,Y
195,Athletico Paranaense - PR,Erick,Y
196,Cruzeiro Saf - MG,Matheus,Y
196,Cruzeiro Saf - MG,Lucas Silva,Y
196,Cruzeiro Saf - MG,Arthur Gomes,Y
196,Corinthians - SP,Moscardo,Y
196,Corinthians - SP,Guilherme Biro,Y
196,Corinthians - SP,Caetano,Y
197,Internacional - RS,Rochet,Y
197,Internacional - RS,Pedro,Y
197,Internacional - RS,Nicolas Hernandez,Y
197,Internacional - RS,Bruno,Y
197,Fortaleza - CE,João Ricardo,Y
197,Fortaleza - CE,Pochettino,Y
197,Fortaleza - CE,Welison,Y
197,Fortaleza - CE,Thiago Galhardo,Y
197,Fortaleza - CE,Lucero,Y
198,Coritiba S.a.f. - PR,Kaio Lima,Y
198,Coritiba S.a.f. - PR,Robson,Y
198,Coritiba S.a.f. - PR,Matheus,Y
198,Flamengo - RJ,Bruno Henrique,Y
198,Flamengo - RJ,Ayrton Lucas,Y
198,Flamengo - RJ,Gerson,Y
199,Bahia - BA,Kanu,Y
199,Bahia - BA,Rezende,Y
199,Red Bull Bragantino - SP,Luan Patrick,Y
199,Red Bull Bragantino - SP,Aderlan,Y
199,Red Bull Bragantino - SP,Andres Hurtado,Y
199,Red Bull Bragantino - SP,Jadsom Silva,Y
199,Red Bull Bragantino - SP,Matheus Gonçalves,Y
200,Cuiabá Saf - MT,ALAN,Y
200,Cuiabá Saf - MT,Marllon,Y
200,Palmeiras - SP,Raphael Veiga,Y
200,Palmeiras - SP,Luan Garcia,Y
200,Palmeiras - SP,Murilo,Y
200,Palmeiras - SP,Jhon Jhon,Y
200,Palmeiras - SP,Ze Rafael,Y
200,Palmeiras - SP,Joaquin Piquerez,Y
201,Flamengo - RJ,Wesley,Y
201,Flamengo - RJ,Erick Pulgar,Y
201,Internacional - RS,Hugo Mallo,Y
201,Internacional - RS,Valencia,Y
201,Internacional - RS,Matheus,Y
202,Botafogo - RJ,Diego Costa,Y
202,Botafogo - RJ,Janderson,Y
202,Bahia - BA,Yago Felipe,Y
202,Bahia - BA,Mingotti,Y
202,Bahia - BA,Cauly,Y
203,Palmeiras - SP,Luan Garcia,Y
203,Palmeiras - SP,Richard Rios,Y
203,Vasco da Gama S.a.f. - RJ,Robson,Y
203,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Y
203,Vasco da Gama S.a.f. - RJ,Paulinho,Y
204,Corinthians - SP,Léo Mana,Y
204,Corinthians - SP,Bruno Mendez,Y
204,Corinthians - SP,Lucas Verissimo,Y
204,Goiás - GO,Anderson,Y
205,Red Bull Bragantino - SP,J. Capixaba,Y
205,Red Bull Bragantino - SP,Thiago Borbas,Y
205,Red Bull Bragantino - SP,Yani Quintero,Y
205,Red Bull Bragantino - SP,Léo Realpe,Y
205,Cuiabá Saf - MT,Raniele,Y
205,Cuiabá Saf - MT,Marllon,Y
205,Cuiabá Saf - MT,Filipe Augusto,Y
206,Atlético Mineiro - MG,Otavio,Y
206,Atlético Mineiro - MG,Hulk,Y
206,Atlético Mineiro - MG,Mariano,Y
206,Atlético Mineiro - MG,Muricio Lemos,Y
206,Atlético Mineiro - MG,Rodrigo Battaglia,Y
206,Santos - SP,Dodi,Y
206,Santos - SP,Lucas,Y
207,Grêmio - RS,Gabriel Grando,Y
207,Grêmio - RS,Cuiabano,Y
207,Grêmio - RS,Suarez,Y
207,Cruzeiro Saf - MG,Neris,Y
207,Cruzeiro Saf - MG,Filipe Machado,Y
207,Cruzeiro Saf - MG,Marlon,Y
208,Athletico Paranaense - PR,Canobbio,Y
208,Athletico Paranaense - PR,VIDAL,Y
208,Athletico Paranaense - PR,Vitor Roque,Y
208,Athletico Paranaense - PR,Vinícius Kauê,R
208,Fluminense - RJ,Lima,Y
208,Fluminense - RJ,Yony Gonzalez,Y
208,Fluminense - RJ,Marlon Santos,Y
209,Fortaleza - CE,Christian,Y
209,Fortaleza - CE,Escobar,Y
209,Fortaleza - CE,Marinho,Y
209,Coritiba S.a.f. - PR,Sebastian Gomez,Y
209,Coritiba S.a.f. - PR,Jamerson,Y
209,Coritiba S.a.f. - PR,Hayner,Y
209,Coritiba S.a.f. - PR,Reynaldo,Y
209,Coritiba S.a.f. - PR,Robson,Y
209,Coritiba S.a.f. - PR,Matheus,Y
210,America Saf - MG,Breno Lemos,Y
210,America Saf - MG,Juninho,Y
210,America Saf - MG,Emmanuel Martinez,Y
210,America Saf - MG,Felipe Azevedo,Y
210,America Saf - MG,Iago,Y
210,America Saf - MG,Gonzalo Mastriani,R
210,São Paulo - SP,Matheus,Y
211,Fluminense - RJ,André,Y
211,Fluminense - RJ,John Kennedy,Y
211,Fluminense - RJ,Diogo Barbosa,Y
211,Fluminense - RJ,Samuel Xavier,Y
211,Fortaleza - CE,Welison,Y
211,Fortaleza - CE,Escobar,Y
211,Fortaleza - CE,Britez,Y
212,Botafogo - RJ,Victor Cuesta,Y
212,Botafogo - RJ,Gabriel,Y
212,Botafogo - RJ,Tche Tche,Y
212,Botafogo - RJ,Gabriel,R
212,Flamengo - RJ,Ayrton Lucas,Y
212,Flamengo - RJ,Bruno Henrique,Y
212,Flamengo - RJ,Fabricio Bruno,Y
213,São Paulo - SP,Luan Silva,Y
213,São Paulo - SP,Calleri,Y
213,Coritiba S.a.f. - PR,Victor,Y
213,Coritiba S.a.f. - PR,Robson,Y
213,Coritiba S.a.f. - PR,Henrique,Y
214,Corinthians - SP,Lucas Verissimo,Y
214,Corinthians - SP,Maycon,R
214,Palmeiras - SP,Gustavo Gomez,Y
214,Palmeiras - SP,Ze Rafael,Y
214,Palmeiras - SP,Murilo,R
215,Goiás - GO,Guilherme,Y
215,Goiás - GO,Magno Jose,R
215,Goiás - GO,Halter,R
215,Internacional - RS,WANDERSON,Y
215,Internacional - RS,Aranguiz,Y
215,Internacional - RS,Valencia,Y
215,Internacional - RS,Luiz Adriano,R
216,Cruzeiro Saf - MG,Rafael Papagaio,Y
216,Red Bull Bragantino - SP,J. Capixaba,Y
216,Red Bull Bragantino - SP,Vitinho,Y
216,Red Bull Bragantino - SP,Matheus Gonçalves,Y
216,Red Bull Bragantino - SP,Thiago Borbas,Y
216,Red Bull Bragantino - SP,Alerrandro,Y
217,Grêmio - RS,R. Ely,Y
217,Grêmio - RS,Galdino,Y
217,Cuiabá Saf - MT,Lucas,Y
218,Athletico Paranaense - PR,Vitor Roque,Y
218,Athletico Paranaense - PR,Fernandinho,R
218,Atlético Mineiro - MG,Everson,Y
218,Atlético Mineiro - MG,Jemerson,Y
218,Atlético Mineiro - MG,Hulk,Y
219,Bahia - BA,Vitor Hugo,Y
219,Bahia - BA,Gilberto,Y
219,Vasco da Gama S.a.f. - RJ,Léo,Y
219,Vasco da Gama S.a.f. - RJ,Medel,Y
219,Vasco da Gama S.a.f. - RJ,Jair,R
220,America Saf - MG,Javier Mendez,Y
220,Santos - SP,Jean,Y
220,Santos - SP,Mendoza,Y
220,Santos - SP,Yeferson Soteldo,Y
220,Santos - SP,Tomás Rincón,Y
220,Santos - SP,Yeferson Soteldo,R
221,Flamengo - RJ,Éverton Ribeiro,Y
221,Flamengo - RJ,Wesley,Y
221,Flamengo - RJ,Gabriel Barbosa,R
221,Athletico Paranaense - PR,Hugo Moura,Y
221,Athletico Paranaense - PR,Alex Santana,Y
222,Vasco da Gama S.a.f. - RJ,Vegetti,Y
222,Vasco da Gama S.a.f. - RJ,Puma Rodriguez,Y
222,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Y
222,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Y
222,Fluminense - RJ,Marlon Santos,Y
223,Palmeiras - SP,Rony,Y
223,Palmeiras - SP,Kevin,Y
223,Palmeiras - SP,Lopez,Y
223,Goiás - GO,Willian Oliveira,Y
223,Goiás - GO,Raphael Guzzo,R
224,Santos - SP,Joao,Y
224,Santos - SP,Rodrigo,Y
224,Santos - SP,Junior Caiçara,Y
224,Cruzeiro Saf - MG,Marlon,Y
224,Cruzeiro Saf - MG,Luciano Castan,Y
225,Red Bull Bragantino - SP,Aderlan,Y
225,Red Bull Bragantino - SP,Matheus Fernandes,Y
225,Red Bull Bragantino - SP,Helinho,Y
225,Red Bull Bragantino - SP,Eduardo Sasha,Y
225,Grêmio - RS,Villasanti,Y
225,Grêmio - RS,Kannemann,Y
226,Atlético Mineiro - MG,Zaracho,Y
226,Atlético Mineiro - MG,Mariano,Y
226,Botafogo - RJ,Di Placido,Y
227,Internacional - RS,Keiller,Y
227,Internacional - RS,Matheus,Y
227,Internacional - RS,Gabriel,Y
227,Internacional - RS,Gabriel Mercado,Y
227,Internacional - RS,Lucca,Y
227,São Paulo - SP,Rafinha,Y
227,São Paulo - SP,Diego,Y
227,São Paulo - SP,Pablo,Y
227,São Paulo - SP,Calleri,Y
228,Coritiba S.a.f. - PR,Hayner,Y
228,Coritiba S.a.f. - PR,Bruno Gomes,Y
228,Coritiba S.a.f. - PR,Thiago Dombroski,Y
228,Bahia - BA,Rezende,Y
229,Fortaleza - CE,Marinho,Y
229,Corinthians - SP,Gil,Y
229,Corinthians - SP,Bruno Mendez,Y
230,Cuiabá Saf - MT,Filipe Augusto,Y
230,America Saf - MG,Rodrigo,Y
230,America Saf - MG,Rodrigo Varanda,Y
230,America Saf - MG,Felipe Azevedo,Y
230,America Saf - MG,Danilo,Y
230,America Saf - MG,Danilo,R
231,Fluminense - RJ,Fabio,Y
231,Fluminense - RJ,Nino,Y
231,Fluminense - RJ,Keno,Y
231,Fluminense - RJ,Marcelo,Y
231,Fluminense - RJ,Felipe Melo,Y
231,Fluminense - RJ,André,Y
231,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Y
232,Vasco da Gama S.a.f. - RJ,Sebastian Ferreira,Y
232,Coritiba S.a.f. - PR,Samaris,Y
232,Coritiba S.a.f. - PR,Willian Farias,Y
232,Coritiba S.a.f. - PR,BENJAMIN,Y
233,São Paulo - SP,Nathan,Y
233,São Paulo - SP,Diego,Y
233,São Paulo - SP,RODRIGUINHO,Y
233,Fortaleza - CE,João Ricardo,Y
233,Fortaleza - CE,Thiago Galhardo,Y
233,Fortaleza - CE,Marinho,Y
233,Fortaleza - CE,Christian,Y
233,Fortaleza - CE,Pedro,Y
233,Fortaleza - CE,Welison,Y
234,Corinthians - SP,Gil,Y
234,Corinthians - SP,Moscardo,Y
234,Corinthians - SP,Yuri Alberto,Y
234,Corinthians - SP,Fagner,Y
234,Botafogo - RJ,Diego Costa,Y
234,Botafogo - RJ,Tche Tche,Y
234,Botafogo - RJ,Marlon Freitas,Y
234,Botafogo - RJ,Adryelson,Y
234,Botafogo - RJ,Marcal,R
235,Goiás - GO,Julian,Y
235,Flamengo - RJ,Bruno Henrique,Y
235,Flamengo - RJ,Igor Jesus,Y
235,Flamengo - RJ,Fabricio Bruno,Y
236,Atlético Mineiro - MG,Otavio,Y
236,Atlético Mineiro - MG,Muricio Lemos,Y
236,Atlético Mineiro - MG,Pedrinho,Y
236,Cuiabá Saf - MT,Lucas,Y
236,Cuiabá Saf - MT,Marllon,Y
236,Cuiabá Saf - MT,Denilson,Y
237,Grêmio - RS,Gabriel Grando,Y
237,Grêmio - RS,R. Ely,Y
237,Grêmio - RS,Joao Pedro,Y
237,Grêmio - RS,Villasanti,R
237,Palmeiras - SP,Marcos Rocha,Y
237,Palmeiras - SP,Gabriel Menino,Y
237,Palmeiras - SP,Mayke,Y
238,Athletico Paranaense - PR,Thiago Heleno,Y
238,Athletico Paranaense - PR,Pablo,Y
238,Athletico Paranaense - PR,Vitor Bueno,Y
238,Internacional - RS,BUSTOS,Y
238,Internacional - RS,Carlos de Pena,Y
238,Internacional - RS,Matheus,Y
238,Internacional - RS,WANDERSON,Y
238,Internacional - RS,Nicolas Hernandez,Y
239,Bahia - BA,Mugni,Y
239,Santos - SP,Lucas Lima,Y
239,Santos - SP,Joaquim,Y
240,Red Bull Bragantino - SP,Lucas Rafael,Y
240,Red Bull Bragantino - SP,Matheus Fernandes,Y
241,Flamengo - RJ,Thiago Maia,Y
241,Bahia - BA,Yago Felipe,Y
241,Bahia - BA,Rezende,Y
241,Bahia - BA,Kanu,R
242,Botafogo - RJ,Lucas Perri,Y
242,Botafogo - RJ,Diego Costa,Y
242,Botafogo - RJ,Joao Victor,Y
242,Botafogo - RJ,Tiquinho,Y
242,Goiás - GO,Halter,Y
242,Goiás - GO,Magno Jose,Y
242,Goiás - GO,Allano,Y
242,Goiás - GO,Morelli,Y
243,São Paulo - SP,Rafinha,Y
243,São Paulo - SP,Beraldo,Y
243,São Paulo - SP,Wellington Rato,Y
243,São Paulo - SP,Calleri,Y
243,São Paulo - SP,Gabriel Neves,Y
243,Corinthians - SP,Mosquito,Y
243,Corinthians - SP,Angel Romero,Y
244,Santos - SP,Joao Paulo,Y
244,Santos - SP,Dodo,Y
244,Santos - SP,Yeferson Soteldo,Y
244,Santos - SP,Dodi,Y
244,Santos - SP,Tomás Rincón,Y
244,Santos - SP,Lucas Lima,R
244,Vasco da Gama S.a.f. - RJ,Sebastian Ferreira,Y
244,Vasco da Gama S.a.f. - RJ,Medel,R
245,Red Bull Bragantino - SP,Cleiton,Y
245,Red Bull Bragantino - SP,Evangelista,Y
245,Red Bull Bragantino - SP,Aderlan,Y
245,Red Bull Bragantino - SP,Thiago Borbas,Y
245,Palmeiras - SP,Vanderlan,Y
245,Palmeiras - SP,Luan Garcia,Y
246,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Y
246,Cruzeiro Saf - MG,Bruno Rodrigues,Y
246,Cruzeiro Saf - MG,Matheus,Y
246,Cruzeiro Saf - MG,Fernando,R
246,America Saf - MG,Aguerre,Y
246,America Saf - MG,Ale,Y
246,America Saf - MG,Esteban Burgos,Y
247,Internacional - RS,Igor Gomes,Y
247,Internacional - RS,Hugo Mallo,R
247,Atlético Mineiro - MG,Paulinho,Y
248,Coritiba S.a.f. - PR,Marcelino Moreno,Y
248,Coritiba S.a.f. - PR,Diogo,Y
248,Athletico Paranaense - PR,Canobbio,Y
248,Athletico Paranaense - PR,Cuello,Y
248,Athletico Paranaense - PR,Thiago Heleno,Y
248,Athletico Paranaense - PR,Cacá,Y
249,Fortaleza - CE,Marcelo,Y
249,Grêmio - RS,Nathan,Y
249,Grêmio - RS,Besozzi,Y
250,Cuiabá Saf - MT,ALAN,Y
250,Cuiabá Saf - MT,Lucas,Y
250,Cuiabá Saf - MT,Fernando,Y
250,Fluminense - RJ,Lima,Y
250,Fluminense - RJ,Thiago Santos,Y
250,Fluminense - RJ,Martinelli,R
251,Fluminense - RJ,John Kennedy,Y
251,Fluminense - RJ,Keno,Y
251,Botafogo - RJ,Tche Tche,Y
251,Botafogo - RJ,Marlon Freitas,Y
252,Vasco da Gama S.a.f. - RJ,Paulinho,Y
252,Vasco da Gama S.a.f. - RJ,Figueiredo,Y
252,Vasco da Gama S.a.f. - RJ,Maicon,Y
252,Vasco da Gama S.a.f. - RJ,Léo,Y
252,São Paulo - SP,Nathan,Y
253,Palmeiras - SP,Ze Rafael,Y
253,Palmeiras - SP,Richard Rios,Y
253,Santos - SP,Morelos,Y
253,Santos - SP,Tomás Rincón,Y
253,Santos - SP,Camacho,Y
254,Corinthians - SP,Fagner,Y
254,Corinthians - SP,Lucas Verissimo,Y
254,Corinthians - SP,Moscardo,Y
254,Flamengo - RJ,Erick Pulgar,Y
254,Flamengo - RJ,Bruno Henrique,Y
254,Flamengo - RJ,Leo Pereira,Y
255,Goiás - GO,Halter,Y
255,Goiás - GO,Bruno,Y
255,Bahia - BA,Biel,Y
255,Bahia - BA,Rezende,Y
256,Atlético Mineiro - MG,Otavio,Y
