Numero,Mandante,Visitante,PontosMandante,PontosVisitante,Local,Data
127,Internacional - RS,Cruzeiro Saf - MG,0.0,0.0,Beira-Rio - Porto Alegre - RS,"Sábado, 01 de Julho de 2023 21:00"
128,Athletico Paranaense - PR,Palmeiras - SP,2.0,2.0,Ligga Arena - Curitiba - PR,"Domingo, 02 de Julho de 2023 16:00"
129,Bahia - BA,Grêmio - RS,1.0,2.0,Arena Fonte Nova - Salvador - BA,"Sábado, 01 de Julho de 2023 18:30"
130,Cuiabá Saf - MT,Santos - SP,3.0,0.0,Arena Pantanal - Cuiaba - MT,"Domingo, 02 de Julho de 2023 18:30"
131,Fluminense - RJ,Internacional - RS,2.0,0.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 09 de Julho de 2023 16:00"
132,Vasco da Gama S.a.f. - RJ,Cruzeiro Saf - MG,0.0,1.0,São Januário - Rio de Janeiro - RJ,"Sábado, 08 de Julho de 2023 16:00"
133,Palmeiras - SP,Flamengo - RJ,1.0,1.0,Allianz Parque - Sao Paulo - SP,"Sábado, 08 de Julho de 2023 21:00"
134,Santos - SP,Goiás - GO,4.0,3.0,Vila Belmiro - Santos - SP,"Domingo, 09 de Julho de 2023 11:00"
135,Red Bull Bragantino - SP,São Paulo - SP,0.0,0.0,Nabi Abi Chedid - Braganca Paulista - SP,"Domingo, 09 de Julho de 2023 16:00"
136,Atlético Mineiro - MG,Corinthians - SP,0.0,1.0,Mineirão - Belo Horizonte - MG,"Sábado, 08 de Julho de 2023 18:30"
137,Grêmio - RS,Botafogo - RJ,0.0,2.0,Arena do Grêmio - Porto Alegre - RS,"Domingo, 09 de Julho de 2023 18:30"
138,Coritiba S.a.f. - PR,America Saf - MG,3.0,1.0,Couto Pereira - Curitiba - PR,"Sábado, 08 de Julho de 2023 18:30"
139,Fortaleza - CE,Athletico Paranaense - PR,1.0,0.0,Arena Castelão - Fortaleza - CE,"Domingo, 09 de Julho de 2023 18:30"
140,Cuiabá Saf - MT,Bahia - BA,1.0,1.0,Arena Pantanal - Cuiaba - MT,"Sábado, 08 de Julho de 2023 16:00"
141,Fluminense - RJ,Flamengo - RJ,0.0,0.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 16 de Julho de 2023 16:00"
142,Botafogo - RJ,Red Bull Bragantino - SP,2.0,0.0,Nilton Santos - Rio de Janeiro - RJ,"Sábado, 15 de Julho de 2023 21:00"
143,São Paulo - SP,Santos - SP,4.0,1.0,Morumbi - Sao Paulo - SP,"Domingo, 16 de Julho de 2023 16:00"
144,Corinthians - SP,Grêmio - RS,4.0,4.0,Neo Química Arena - Sao Paulo - SP,"Segunda, 18 de Setembro de 2023 21:00"
145,Goiás - GO,Atlético Mineiro - MG,0.0,0.0,Hailé Pinheiro - Goiania - GO,"Segunda, 17 de Julho de 2023 20:00"
146,Cruzeiro Saf - MG,Coritiba S.a.f. - PR,0.0,0.0,Independência - Belo Horizonte - MG,"Domingo, 16 de Julho de 2023 11:00"
147,Internacional - RS,Palmeiras - SP,0.0,0.0,Beira-Rio - Porto Alegre - RS,"Domingo, 16 de Julho de 2023 18:30"
148,Athletico Paranaense - PR,Bahia - BA,2.0,0.0,Ligga Arena - Curitiba - PR,"Domingo, 16 de Julho de 2023 18:30"
149,Fortaleza - CE,Cuiabá Saf - MT,0.0,1.0,Arena Castelão - Fortaleza - CE,"Domingo, 16 de Julho de 2023 16:00"
150,America Saf - MG,Vasco da Gama S.a.f. - RJ,0.0,1.0,Independência - Belo Horizonte - MG,"Segunda, 25 de Setembro de 2023 20:00"
151,Flamengo - RJ,America Saf - MG,1.0,1.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 22 de Julho de 2023 16:00"
152,Vasco da Gama S.a.f. - RJ,Athletico Paranaense - PR,0.0,2.0,São Januário - Rio de Janeiro - RJ,"Domingo, 23 de Julho de 2023 18:30"
153,Palmeiras - SP,Fortaleza - CE,3.0,1.0,Allianz Parque - Sao Paulo - SP,"Sábado, 22 de Julho de 2023 16:00"
154,Santos - SP,Botafogo - RJ,2.0,2.0,Vila Belmiro - Santos - SP,"Domingo, 23 de Julho de 2023 16:00"
155,Red Bull Bragantino - SP,Internacional - RS,0.0,0.0,Nabi Abi Chedid - Braganca Paulista - SP,"Domingo, 23 de Julho de 2023 16:00"
156,Cruzeiro Saf - MG,Goiás - GO,0.0,1.0,Independência - Belo Horizonte - MG,"Domingo, 23 de Julho de 2023 16:00"
157,Grêmio - RS,Atlético Mineiro - MG,1.0,0.0,Arena do Grêmio - Porto Alegre - RS,"Sábado, 22 de Julho de 2023 21:00"
158,Coritiba S.a.f. - PR,Fluminense - RJ,2.0,0.0,Couto Pereira - Curitiba - PR,"Segunda, 24 de Julho de 2023 19:00"
159,Bahia - BA,Corinthians - SP,0.0,0.0,Arena Fonte Nova - Salvador - BA,"Sábado, 22 de Julho de 2023 18:30"
160,Cuiabá Saf - MT,São Paulo - SP,2.0,1.0,Arena Pantanal - Cuiaba - MT,"Sábado, 22 de Julho de 2023 18:30"
161,Fluminense - RJ,Santos - SP,1.0,0.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 29 de Julho de 2023 16:00"
162,Botafogo - RJ,Coritiba S.a.f. - PR,4.0,1.0,Nilton Santos - Rio de Janeiro - RJ,"Domingo, 30 de Julho de 2023 16:00"
163,São Paulo - SP,Bahia - BA,0.0,0.0,Morumbi - Sao Paulo - SP,"Domingo, 30 de Julho de 2023 11:00"
164,Corinthians - SP,Vasco da Gama S.a.f. - RJ,3.0,1.0,Neo Química Arena - Sao Paulo - SP,"Sábado, 29 de Julho de 2023 18:30"
165,Goiás - GO,Grêmio - RS,1.0,1.0,Hailé Pinheiro - Goiania - GO,"Domingo, 30 de Julho de 2023 18:30"
166,Atlético Mineiro - MG,Flamengo - RJ,1.0,2.0,Independência - Belo Horizonte - MG,"Sábado, 29 de Julho de 2023 21:00"
167,Internacional - RS,Cuiabá Saf - MT,1.0,2.0,Beira-Rio - Porto Alegre - RS,"Sábado, 29 de Julho de 2023 16:00"
168,Athletico Paranaense - PR,Cruzeiro Saf - MG,3.0,3.0,Ligga Arena - Curitiba - PR,"Sábado, 29 de Julho de 2023 16:00"
169,Fortaleza - CE,Red Bull Bragantino - SP,0.0,3.0,Arena Castelão - Fortaleza - CE,"Sábado, 29 de Julho de 2023 18:30"
170,America Saf - MG,Palmeiras - SP,1.0,4.0,Independência - Belo Horizonte - MG,"Domingo, 30 de Julho de 2023 16:00"
171,Fluminense - RJ,Palmeiras - SP,2.0,1.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 05 de Agosto de 2023 21:00"
172,Vasco da Gama S.a.f. - RJ,Grêmio - RS,1.0,0.0,São Januário - Rio de Janeiro - RJ,"Domingo, 06 de Agosto de 2023 16:00"
173,São Paulo - SP,Atlético Mineiro - MG,0.0,2.0,Morumbi - Sao Paulo - SP,"Domingo, 06 de Agosto de 2023 16:00"
174,Santos - SP,Athletico Paranaense - PR,1.0,1.0,Vila Belmiro - Santos - SP,"Sábado, 05 de Agosto de 2023 16:00"
175,Goiás - GO,Fortaleza - CE,1.0,0.0,Hailé Pinheiro - Goiania - GO,"Sábado, 05 de Agosto de 2023 18:30"
176,Cruzeiro Saf - MG,Botafogo - RJ,0.0,0.0,Mineirão - Belo Horizonte - MG,"Domingo, 06 de Agosto de 2023 18:30"
177,Internacional - RS,Corinthians - SP,2.0,2.0,Beira-Rio - Porto Alegre - RS,"Sábado, 05 de Agosto de 2023 18:30"
178,Coritiba S.a.f. - PR,Red Bull Bragantino - SP,0.0,1.0,Couto Pereira - Curitiba - PR,"Domingo, 06 de Agosto de 2023 18:30"
179,Bahia - BA,America Saf - MG,3.0,1.0,Arena Fonte Nova - Salvador - BA,"Domingo, 06 de Agosto de 2023 18:30"
180,Cuiabá Saf - MT,Flamengo - RJ,3.0,0.0,Arena Pantanal - Cuiaba - MT,"Domingo, 06 de Agosto de 2023 20:00"
181,Flamengo - RJ,São Paulo - SP,1.0,1.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 13 de Agosto de 2023 18:30"
182,Botafogo - RJ,Internacional - RS,3.0,1.0,Nilton Santos - Rio de Janeiro - RJ,"Sábado, 12 de Agosto de 2023 21:00"
183,Palmeiras - SP,Cruzeiro Saf - MG,1.0,0.0,Allianz Parque - Sao Paulo - SP,"Segunda, 14 de Agosto de 2023 19:00"
184,Corinthians - SP,Coritiba S.a.f. - PR,3.0,1.0,Neo Química Arena - Sao Paulo - SP,"Domingo, 13 de Agosto de 2023 16:00"
185,Red Bull Bragantino - SP,Vasco da Gama S.a.f. - RJ,1.0,1.0,Nabi Abi Chedid - Braganca Paulista - SP,"Segunda, 14 de Agosto de 2023 21:00"
186,Atlético Mineiro - MG,Bahia - BA,1.0,0.0,Mineirão - Belo Horizonte - MG,"Domingo, 13 de Agosto de 2023 11:00"
187,Grêmio - RS,Fluminense - RJ,2.0,1.0,Arena do Grêmio - Porto Alegre - RS,"Domingo, 13 de Agosto de 2023 16:00"
188,Athletico Paranaense - PR,Cuiabá Saf - MT,2.0,0.0,Ligga Arena - Curitiba - PR,"Terça, 15 de Agosto de 2023 20:00"
189,Fortaleza - CE,Santos - SP,4.0,0.0,Arena Castelão - Fortaleza - CE,"Domingo, 13 de Agosto de 2023 18:30"
190,America Saf - MG,Goiás - GO,0.0,1.0,Independência - Belo Horizonte - MG,"Domingo, 13 de Agosto de 2023 16:00"
191,Fluminense - RJ,America Saf - MG,3.0,1.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 19 de Agosto de 2023 18:30"
192,Vasco da Gama S.a.f. - RJ,Atlético Mineiro - MG,1.0,0.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 20 de Agosto de 2023 11:00"
193,São Paulo - SP,Botafogo - RJ,0.0,0.0,Morumbi - Sao Paulo - SP,"Sábado, 19 de Agosto de 2023 16:00"
194,Santos - SP,Grêmio - RS,2.0,1.0,Vila Belmiro - Santos - SP,"Domingo, 20 de Agosto de 2023 16:00"
195,Goiás - GO,Athletico Paranaense - PR,1.0,1.0,Hailé Pinheiro - Goiania - GO,"Segunda, 21 de Agosto de 2023 20:00"
196,Cruzeiro Saf - MG,Corinthians - SP,1.0,1.0,Mineirão - Belo Horizonte - MG,"Sábado, 19 de Agosto de 2023 21:00"
197,Internacional - RS,Fortaleza - CE,0.0,1.0,Beira-Rio - Porto Alegre - RS,"Sábado, 19 de Agosto de 2023 16:00"
198,Coritiba S.a.f. - PR,Flamengo - RJ,2.0,3.0,Couto Pereira - Curitiba - PR,"Domingo, 20 de Agosto de 2023 16:00"
199,Bahia - BA,Red Bull Bragantino - SP,4.0,0.0,Arena Fonte Nova - Salvador - BA,"Domingo, 20 de Agosto de 2023 16:00"
200,Cuiabá Saf - MT,Palmeiras - SP,0.0,2.0,Arena Pantanal - Cuiaba - MT,"Sábado, 19 de Agosto de 2023 18:30"
201,Flamengo - RJ,Internacional - RS,0.0,0.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 26 de Agosto de 2023 18:30"
202,Botafogo - RJ,Bahia - BA,3.0,0.0,Nilton Santos - Rio de Janeiro - RJ,"Domingo, 27 de Agosto de 2023 16:00"
203,Palmeiras - SP,Vasco da Gama S.a.f. - RJ,1.0,0.0,Allianz Parque - Sao Paulo - SP,"Domingo, 27 de Agosto de 2023 18:30"
204,Corinthians - SP,Goiás - GO,1.0,1.0,Neo Química Arena - Sao Paulo - SP,"Sábado, 26 de Agosto de 2023 21:00"
205,Red Bull Bragantino - SP,Cuiabá Saf - MT,2.0,0.0,Nabi Abi Chedid - Braganca Paulista - SP,"Domingo, 27 de Agosto de 2023 11:00"
206,Atlético Mineiro - MG,Santos - SP,2.0,0.0,ARENA MRV - Belo Horizonte - MG,"Domingo, 27 de Agosto de 2023 16:00"
207,Grêmio - RS,Cruzeiro Saf - MG,3.0,0.0,Arena do Grêmio - Porto Alegre - RS,"Domingo, 27 de Agosto de 2023 19:00"
208,Athletico Paranaense - PR,Fluminense - RJ,2.0,2.0,Ligga Arena - Curitiba - PR,"Domingo, 27 de Agosto de 2023 18:30"
209,Fortaleza - CE,Coritiba S.a.f. - PR,3.0,1.0,Presidente Vargas - Fortaleza - CE,"Domingo, 27 de Agosto de 2023 18:30"
210,America Saf - MG,São Paulo - SP,2.0,1.0,Independência - Belo Horizonte - MG,"Domingo, 27 de Agosto de 2023 16:00"
211,Fluminense - RJ,Fortaleza - CE,1.0,0.0,Raulino de Oliveira - Volta Redonda - RJ,"Domingo, 03 de Setembro de 2023 16:00"
212,Botafogo - RJ,Flamengo - RJ,1.0,2.0,Nilton Santos - Rio de Janeiro - RJ,"Sábado, 02 de Setembro de 2023 21:00"
213,São Paulo - SP,Coritiba S.a.f. - PR,2.0,1.0,Morumbi - Sao Paulo - SP,"Quarta, 27 de Setembro de 2023 19:00"
214,Corinthians - SP,Palmeiras - SP,0.0,0.0,Neo Química Arena - Sao Paulo - SP,"Domingo, 03 de Setembro de 2023 16:00"
215,Goiás - GO,Internacional - RS,0.0,0.0,Hailé Pinheiro - Goiania - GO,"Sábado, 02 de Setembro de 2023 16:00"
216,Cruzeiro Saf - MG,Red Bull Bragantino - SP,0.0,0.0,Mineirão - Belo Horizonte - MG,"Domingo, 03 de Setembro de 2023 18:30"
217,Grêmio - RS,Cuiabá Saf - MT,2.0,0.0,Arena do Grêmio - Porto Alegre - RS,"Domingo, 03 de Setembro de 2023 11:00"
218,Athletico Paranaense - PR,Atlético Mineiro - MG,1.0,1.0,Ligga Arena - Curitiba - PR,"Sábado, 02 de Setembro de 2023 16:00"
219,Bahia - BA,Vasco da Gama S.a.f. - RJ,1.0,1.0,Arena Fonte Nova - Salvador - BA,"Domingo, 03 de Setembro de 2023 18:30"
220,America Saf - MG,Santos - SP,2.0,0.0,Independência - Belo Horizonte - MG,"Domingo, 03 de Setembro de 2023 18:30"
221,Flamengo - RJ,Athletico Paranaense - PR,0.0,3.0,Kleber Andrade - Cariacica - ES,"Quarta, 13 de Setembro de 2023 21:30"
222,Vasco da Gama S.a.f. - RJ,Fluminense - RJ,4.0,2.0,Nilton Santos - Rio de Janeiro - RJ,"Sábado, 16 de Setembro de 2023 16:00"
223,Palmeiras - SP,Goiás - GO,1.0,0.0,Allianz Parque - Sao Paulo - SP,"Sexta, 15 de Setembro de 2023 21:30"
224,Santos - SP,Cruzeiro Saf - MG,0.0,3.0,Vila Belmiro - Santos - SP,"Quinta, 14 de Setembro de 2023 19:00"
225,Red Bull Bragantino - SP,Grêmio - RS,2.0,0.0,Nabi Abi Chedid - Braganca Paulista - SP,"Quinta, 14 de Setembro de 2023 21:30"
226,Atlético Mineiro - MG,Botafogo - RJ,1.0,0.0,ARENA MRV - Belo Horizonte - MG,"Sábado, 16 de Setembro de 2023 21:00"
227,Internacional - RS,São Paulo - SP,2.0,1.0,Beira-Rio - Porto Alegre - RS,"Quarta, 13 de Setembro de 2023 21:30"
228,Coritiba S.a.f. - PR,Bahia - BA,2.0,4.0,Couto Pereira - Curitiba - PR,"Quinta, 14 de Setembro de 2023 20:00"
229,Fortaleza - CE,Corinthians - SP,2.0,1.0,Arena Castelão - Fortaleza - CE,"Quinta, 14 de Setembro de 2023 19:00"
230,Cuiabá Saf - MT,America Saf - MG,2.0,2.0,Arena Pantanal - Cuiaba - MT,"Sexta, 15 de Setembro de 2023 20:00"
231,Fluminense - RJ,Cruzeiro Saf - MG,1.0,0.0,Maracanã - Rio de Janeiro - RJ,"Quarta, 20 de Setembro de 2023 21:30"
232,Vasco da Gama S.a.f. - RJ,Coritiba S.a.f. - PR,5.0,1.0,São Januário - Rio de Janeiro - RJ,"Quinta, 21 de Setembro de 2023 19:00"
233,São Paulo - SP,Fortaleza - CE,1.0,2.0,Morumbi - Sao Paulo - SP,"Quarta, 20 de Setembro de 2023 21:30"
234,Corinthians - SP,Botafogo - RJ,1.0,0.0,Neo Química Arena - Sao Paulo - SP,"Sexta, 22 de Setembro de 2023 20:00"
235,Goiás - GO,Flamengo - RJ,0.0,0.0,Hailé Pinheiro - Goiania - GO,"Quarta, 20 de Setembro de 2023 19:00"
236,Atlético Mineiro - MG,Cuiabá Saf - MT,1.0,0.0,ARENA MRV - Belo Horizonte - MG,"Sábado, 23 de Setembro de 2023 21:00"
237,Grêmio - RS,Palmeiras - SP,1.0,0.0,Arena do Grêmio - Porto Alegre - RS,"Quinta, 21 de Setembro de 2023 21:30"
238,Athletico Paranaense - PR,Internacional - RS,2.0,1.0,Ligga Arena - Curitiba - PR,"Quinta, 21 de Setembro de 2023 19:30"
239,Bahia - BA,Santos - SP,1.0,2.0,Arena Fonte Nova - Salvador - BA,"Segunda, 18 de Setembro de 2023 20:00"
240,America Saf - MG,Red Bull Bragantino - SP,0.0,2.0,Independência - Belo Horizonte - MG,"Terça, 19 de Setembro de 2023 21:30"
241,Flamengo - RJ,Bahia - BA,1.0,0.0,Maracanã - Rio de Janeiro - RJ,"Sábado, 30 de Setembro de 2023 16:00"
242,Botafogo - RJ,Goiás - GO,1.0,1.0,Nilton Santos - Rio de Janeiro - RJ,"Segunda, 02 de Outubro de 2023 20:00"
243,São Paulo - SP,Corinthians - SP,2.0,1.0,Morumbi - Sao Paulo - SP,"Sábado, 30 de Setembro de 2023 18:30"
244,Santos - SP,Vasco da Gama S.a.f. - RJ,4.0,1.0,Vila Belmiro - Santos - SP,"Domingo, 01 de Outubro de 2023 16:00"
245,Red Bull Bragantino - SP,Palmeiras - SP,2.0,1.0,Nabi Abi Chedid - Braganca Paulista - SP,"Domingo, 01 de Outubro de 2023 18:30"
246,Cruzeiro Saf - MG,America Saf - MG,1.0,1.0,Mineirão - Belo Horizonte - MG,"Domingo, 01 de Outubro de 2023 16:00"
247,Internacional - RS,Atlético Mineiro - MG,0.0,2.0,Beira-Rio - Porto Alegre - RS,"Sábado, 30 de Setembro de 2023 21:00"
248,Coritiba S.a.f. - PR,Athletico Paranaense - PR,2.0,0.0,Couto Pereira - Curitiba - PR,"Domingo, 01 de Outubro de 2023 16:00"
249,Fortaleza - CE,Grêmio - RS,1.0,1.0,Arena Castelão - Fortaleza - CE,"Sábado, 30 de Setembro de 2023 16:00"
250,Cuiabá Saf - MT,Fluminense - RJ,3.0,0.0,Arena Pantanal - Cuiaba - MT,"Sábado, 30 de Setembro de 2023 18:30"
251,Fluminense - RJ,Botafogo - RJ,0.0,2.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 08 de Outubro de 2023 16:00"
252,Vasco da Gama S.a.f. - RJ,São Paulo - SP,0.0,0.0,São Januário - Rio de Janeiro - RJ,"Sábado, 07 de Outubro de 2023 18:30"
253,Palmeiras - SP,Santos - SP,1.0,2.0,Arena Barueri - Barueri - SP,"Domingo, 08 de Outubro de 2023 16:00"
254,Corinthians - SP,Flamengo - RJ,1.0,1.0,Neo Química Arena - Sao Paulo - SP,"Sábado, 07 de Outubro de 2023 21:00"
255,Goiás - GO,Bahia - BA,4.0,6.0,Hailé Pinheiro - Goiania - GO,"Sábado, 07 de Outubro de 2023 16:00"
256,Atlético Mineiro - MG,Coritiba S.a.f. - PR,1.0,2.0,ARENA MRV - Belo Horizonte - MG,"Domingo, 08 de Outubro de 2023 18:30"
257,Internacional - RS,Grêmio - RS,3.0,2.0,Beira-Rio - Porto Alegre - RS,"Domingo, 08 de Outubro de 2023 16:00"
258,Athletico Paranaense - PR,Red Bull Bragantino - SP,1.0,1.0,Ligga Arena - Curitiba - PR,"Domingo, 08 de Outubro de 2023 18:30"
259,Fortaleza - CE,America Saf - MG,3.0,2.0,Arena Castelão - Fortaleza - CE,"Domingo, 08 de Outubro de 2023 18:30"
260,Cuiabá Saf - MT,Cruzeiro Saf - MG,0.0,0.0,Arena Pantanal - Cuiaba - MT,"Sábado, 14 de Outubro de 2023 21:00"
261,Fluminense - RJ,Corinthians - SP,3.0,3.0,Maracanã - Rio de Janeiro - RJ,"Quinta, 19 de Outubro de 2023 21:30"
262,Vasco da Gama S.a.f. - RJ,Fortaleza - CE,1.0,0.0,São Januário - Rio de Janeiro - RJ,"Quarta, 18 de Outubro de 2023 21:30"
263,Palmeiras - SP,Atlético Mineiro - MG,0.0,2.0,Allianz Parque - Sao Paulo - SP,"Quinta, 19 de Outubro de 2023 19:00"
264,Santos - SP,Red Bull Bragantino - SP,1.0,3.0,Vila Belmiro - Santos - SP,"Quinta, 19 de Outubro de 2023 20:00"
265,Goiás - GO,São Paulo - SP,2.0,0.0,Hailé Pinheiro - Goiania - GO,"Quarta, 18 de Outubro de 2023 21:30"
266,Cruzeiro Saf - MG,Flamengo - RJ,0.0,2.0,Mineirão - Belo Horizonte - MG,"Quinta, 19 de Outubro de 2023 19:00"
267,Grêmio - RS,Athletico Paranaense - PR,1.0,2.0,Arena do Grêmio - Porto Alegre - RS,"Quarta, 18 de Outubro de 2023 19:00"
268,Coritiba S.a.f. - PR,Cuiabá Saf - MT,0.0,3.0,Couto Pereira - Curitiba - PR,"Quarta, 18 de Outubro de 2023 20:00"
269,Bahia - BA,Internacional - RS,1.0,0.0,Arena Fonte Nova - Salvador - BA,"Quarta, 18 de Outubro de 2023 21:30"
270,America Saf - MG,Botafogo - RJ,1.0,2.0,Independência - Belo Horizonte - MG,"Quarta, 18 de Outubro de 2023 20:00"
271,Flamengo - RJ,Vasco da Gama S.a.f. - RJ,1.0,0.0,Maracanã - Rio de Janeiro - RJ,"Domingo, 22 de Outubro de 2023 16:00"
272,Botafogo - RJ,Athletico Paranaense - PR,1.0,1.0,Nilton Santos - Rio de Janeiro - RJ,"Domingo, 22 de Outubro de 2023 15:00"
273,São Paulo - SP,Grêmio - RS,3.0,0.0,Morumbi - Sao Paulo - SP,"Sábado, 21 de Outubro de 2023 18:30"
274,Corinthians - SP,America Saf - MG,1.0,1.0,Neo Química Arena - Sao Paulo - SP,"Domingo, 22 de Outubro de 2023 18:30"
275,Red Bull Bragantino - SP,Fluminense - RJ,1.0,0.0,Nabi Abi Chedid - Braganca Paulista - SP,"Domingo, 22 de Outubro de 2023 18:30"
276,Atlético Mineiro - MG,Cruzeiro Saf - MG,0.0,1.0,ARENA MRV - Belo Horizonte - MG,"Domingo, 22 de Outubro de 2023 16:00"
277,Internacional - RS,Santos - SP,7.0,1.0,Beira-Rio - Porto Alegre - RS,"Domingo, 22 de Outubro de 2023 16:00"
278,Coritiba S.a.f. - PR,Palmeiras - SP,0.0,2.0,Couto Pereira - Curitiba - PR,"Domingo, 22 de Outubro de 2023 18:30"
279,Bahia - BA,Fortaleza - CE,2.0,0.0,Arena Fonte Nova - Salvador - BA,"Sábado, 21 de Outubro de 2023 18:30"
280,Cuiabá Saf - MT,Goiás - GO,1.0,1.0,Arena Pantanal - Cuiaba - MT,"Sábado, 21 de Outubro de 2023 18:30"
281,Fluminense - RJ,Goiás - GO,5.0,3.0,Raulino de Oliveira - Volta Redonda - RJ,"Quarta, 25 de Outubro de 2023 19:00"
282,Vasco da Gama S.a.f. - RJ,Internacional - RS,,,São Januário - Rio de Janeiro - RJ,"Quinta, 26 de Outubro de 2023 19:00"
283,Palmeiras - SP,São Paulo - SP,5.0,0.0,Allianz Parque - Sao Paulo - SP,"Quarta, 25 de Outubro de 2023 20:00"
284,Santos - SP,Coritiba S.a.f. - PR,,,Vila Belmiro - Santos - SP,"Quinta, 26 de Outubro de 2023 21:30"
285,Red Bull Bragantino - SP,Atlético Mineiro - MG,1.0,2.0,Nabi Abi Chedid - Braganca Paulista - SP,"Quarta, 25 de Outubro de 2023 19:00"
286,Cruzeiro Saf - MG,Bahia - BA,3.0,0.0,Mineirão - Belo Horizonte - MG,"Quarta, 25 de Outubro de 2023 20:00"
287,Grêmio - RS,Flamengo - RJ,3.0,2.0,Arena do Grêmio - Porto Alegre - RS,"Quarta, 25 de Outubro de 2023 21:30"
288,Athletico Paranaense - PR,America Saf - MG,3.0,2.0,Ligga Arena - Curitiba - PR,"Quarta, 25 de Outubro de 2023 19:00"
289,Fortaleza - CE,Botafogo - RJ,,,Arena Castelão - Fortaleza - CE,A definir
290,Cuiabá Saf - MT,Corinthians - SP,0.0,1.0,Arena Pantanal - Cuiaba - MT,"Quarta, 25 de Outubro de 2023 21:30"
291,Flamengo - RJ,Red Bull Bragantino - SP,,,A definir,A definir
292,Botafogo - RJ,Cuiabá Saf - MT,,,Nilton Santos - Rio de Janeiro - RJ,"Domingo, 29 de Outubro de 2023 20:00"
293,Palmeiras - SP,Bahia - BA,,,Allianz Parque - Sao Paulo - SP,"Sábado, 28 de Outubro de 2023 19:00"
294,Corinthians - SP,Santos - SP,,,Neo Química Arena - Sao Paulo - SP,"Domingo, 29 de Outubro de 2023 18:30"
295,Goiás - GO,Vasco da Gama S.a.f. - RJ,,,Hailé Pinheiro - Goiania - GO,"Domingo, 29 de Outubro de 2023 16:00"
