NPartida,Time,Camisa,Apelido,href
18,Fortaleza - CE,30,Mauricio Kozlinski,https://www.cbf.com.br/futebol-brasileiro/atletas/296645?exercicio=2023
18,Fortaleza - CE,5,Marcelo,https://www.cbf.com.br/futebol-brasileiro/atletas/402719?exercicio=2023
18,Fortaleza - CE,10,Lucas Crispim,https://www.cbf.com.br/futebol-brasileiro/atletas/316748?exercicio=2023
18,Fortaleza - CE,13,Lucas Esteves,https://www.cbf.com.br/futebol-brasileiro/atletas/413352?exercicio=2023
18,Fortaleza - CE,17,Welison,https://www.cbf.com.br/futebol-brasileiro/atletas/313780?exercicio=2023
18,Fortaleza - CE,26,Sammuel,https://www.cbf.com.br/futebol-brasileiro/atletas/515497?exercicio=2023
18,Fortaleza - CE,3,Brayan Ceballos,https://www.cbf.com.br/futebol-brasileiro/atletas/749185?exercicio=2023
19,Botafogo - RJ,12,Lucas Perri,https://www.cbf.com.br/futebol-brasileiro/atletas/337017?exercicio=2023
19,Botafogo - RJ,2,Rafael,https://www.cbf.com.br/futebol-brasileiro/atletas/175719?exercicio=2023
19,Botafogo - RJ,18,Lucas,https://www.cbf.com.br/futebol-brasileiro/atletas/374303?exercicio=2023
19,Botafogo - RJ,6,Tche Tche,https://www.cbf.com.br/futebol-brasileiro/atletas/308348?exercicio=2023
19,Botafogo - RJ,9,Tiquinho,https://www.cbf.com.br/futebol-brasileiro/atletas/301823?exercicio=2023
19,Botafogo - RJ,34,Adryelson,https://www.cbf.com.br/futebol-brasileiro/atletas/457303?exercicio=2023
19,Botafogo - RJ,94,Philipe,https://www.cbf.com.br/futebol-brasileiro/atletas/351794?exercicio=2023
19,Botafogo - RJ,33,Carlos,https://www.cbf.com.br/futebol-brasileiro/atletas/184041?exercicio=2023
19,Botafogo - RJ,5,Danilo,https://www.cbf.com.br/futebol-brasileiro/atletas/352677?exercicio=2023
19,Botafogo - RJ,17,Marlon Freitas,https://www.cbf.com.br/futebol-brasileiro/atletas/405713?exercicio=2023
19,Botafogo - RJ,37,Junior,https://www.cbf.com.br/futebol-brasileiro/atletas/540268?exercicio=2023
19,Botafogo - RJ,19,Matias Segovia,https://www.cbf.com.br/futebol-brasileiro/atletas/803466?exercicio=2023
19,Botafogo - RJ,7,Joao Victor,https://www.cbf.com.br/futebol-brasileiro/atletas/322801?exercicio=2023
19,Botafogo - RJ,11,Luis Henrique,https://www.cbf.com.br/futebol-brasileiro/atletas/551311?exercicio=2023
19,Botafogo - RJ,24,Di Placido,https://www.cbf.com.br/futebol-brasileiro/atletas/795731?exercicio=2023
19,Botafogo - RJ,15,Victor Cuesta,https://www.cbf.com.br/futebol-brasileiro/atletas/567555?exercicio=2023
19,Botafogo - RJ,22,Douglas,https://www.cbf.com.br/futebol-brasileiro/atletas/184332?exercicio=2023
19,Botafogo - RJ,10,Gustavo,https://www.cbf.com.br/futebol-brasileiro/atletas/330972?exercicio=2023
19,Botafogo - RJ,39,Janderson,https://www.cbf.com.br/futebol-brasileiro/atletas/444079?exercicio=2023
19,Botafogo - RJ,75,RAI,https://www.cbf.com.br/futebol-brasileiro/atletas/613097?exercicio=2023
19,Botafogo - RJ,4,Luis Segovia,https://www.cbf.com.br/futebol-brasileiro/atletas/793896?exercicio=2023
19,Botafogo - RJ,31,João Fernando,https://www.cbf.com.br/futebol-brasileiro/atletas/540271?exercicio=2023
19,Botafogo - RJ,20,Daniel Borges,https://www.cbf.com.br/futebol-brasileiro/atletas/322852?exercicio=2023
20,Cuiabá Saf - MT,1,Walter,https://www.cbf.com.br/futebol-brasileiro/atletas/177853?exercicio=2023
20,Cuiabá Saf - MT,99,Iury,https://www.cbf.com.br/futebol-brasileiro/atletas/392650?exercicio=2023
20,Cuiabá Saf - MT,7,Cafu,https://www.cbf.com.br/futebol-brasileiro/atletas/302451?exercicio=2023
20,Cuiabá Saf - MT,27,Denilson,https://www.cbf.com.br/futebol-brasileiro/atletas/524341?exercicio=2023
20,Cuiabá Saf - MT,8,Ronald,https://www.cbf.com.br/futebol-brasileiro/atletas/383384?exercicio=2023
20,Cuiabá Saf - MT,17,Emerson,https://www.cbf.com.br/futebol-brasileiro/atletas/610886?exercicio=2023
20,Cuiabá Saf - MT,11,Wellington Silva,https://www.cbf.com.br/futebol-brasileiro/atletas/306146?exercicio=2023
20,Cuiabá Saf - MT,94,Patric,https://www.cbf.com.br/futebol-brasileiro/atletas/357487?exercicio=2023
20,Cuiabá Saf - MT,98,Matheusinho,https://www.cbf.com.br/futebol-brasileiro/atletas/433799?exercicio=2023
20,Cuiabá Saf - MT,34,Allyson,https://www.cbf.com.br/futebol-brasileiro/atletas/410105?exercicio=2023
20,Cuiabá Saf - MT,16,Deyverson,https://www.cbf.com.br/futebol-brasileiro/atletas/359696?exercicio=2023
20,Cuiabá Saf - MT,9,PITTA,https://www.cbf.com.br/futebol-brasileiro/atletas/750089?exercicio=2023
20,Cuiabá Saf - MT,14,Raniele,https://www.cbf.com.br/futebol-brasileiro/atletas/512119?exercicio=2023
20,Cuiabá Saf - MT,88,Fernando,https://www.cbf.com.br/futebol-brasileiro/atletas/399713?exercicio=2023
20,Cuiabá Saf - MT,10,Pablo Ceppelini Gatto,https://www.cbf.com.br/futebol-brasileiro/atletas/793589?exercicio=2023
20,Cuiabá Saf - MT,4,Marllon,https://www.cbf.com.br/futebol-brasileiro/atletas/299840?exercicio=2023
20,Red Bull Bragantino - SP,40,Lucão,https://www.cbf.com.br/futebol-brasileiro/atletas/523351?exercicio=2023
20,Red Bull Bragantino - SP,4,Natan,https://www.cbf.com.br/futebol-brasileiro/atletas/538649?exercicio=2023
20,Red Bull Bragantino - SP,35,Matheus Fernandes,https://www.cbf.com.br/futebol-brasileiro/atletas/320263?exercicio=2023
20,Red Bull Bragantino - SP,18,Thiago Borbas,https://www.cbf.com.br/futebol-brasileiro/atletas/793192?exercicio=2023
20,Red Bull Bragantino - SP,11,Helinho,https://www.cbf.com.br/futebol-brasileiro/atletas/464258?exercicio=2023
20,Red Bull Bragantino - SP,27,Sorriso,https://www.cbf.com.br/futebol-brasileiro/atletas/611634?exercicio=2023
20,Red Bull Bragantino - SP,22,Gustavinho,https://www.cbf.com.br/futebol-brasileiro/atletas/642208?exercicio=2023
20,Red Bull Bragantino - SP,7,Eric Ramires,https://www.cbf.com.br/futebol-brasileiro/atletas/521939?exercicio=2023
20,Red Bull Bragantino - SP,16,Henry Mosquera,https://www.cbf.com.br/futebol-brasileiro/atletas/802129?exercicio=2023
20,Red Bull Bragantino - SP,44,Nacho Laquintana,https://www.cbf.com.br/futebol-brasileiro/atletas/802130?exercicio=2023
20,Red Bull Bragantino - SP,8,Evangelista,https://www.cbf.com.br/futebol-brasileiro/atletas/345109?exercicio=2023
20,Red Bull Bragantino - SP,5,Jadsom Silva,https://www.cbf.com.br/futebol-brasileiro/atletas/554820?exercicio=2023
20,Red Bull Bragantino - SP,29,J. Capixaba,https://www.cbf.com.br/futebol-brasileiro/atletas/402681?exercicio=2023
20,Red Bull Bragantino - SP,26,Eduardo,https://www.cbf.com.br/futebol-brasileiro/atletas/419374?exercicio=2023
20,Red Bull Bragantino - SP,13,Aderlan,https://www.cbf.com.br/futebol-brasileiro/atletas/291939?exercicio=2023
20,Red Bull Bragantino - SP,19,Eduardo Sasha,https://www.cbf.com.br/futebol-brasileiro/atletas/295792?exercicio=2023
20,Cuiabá Saf - MT,21,Joao Carlos,https://www.cbf.com.br/futebol-brasileiro/atletas/174755?exercicio=2023
20,Cuiabá Saf - MT,2,Matheus Alexandre,https://www.cbf.com.br/futebol-brasileiro/atletas/517052?exercicio=2023
20,Cuiabá Saf - MT,3,Victor Matheus,https://www.cbf.com.br/futebol-brasileiro/atletas/529923?exercicio=2023
20,Cuiabá Saf - MT,33,ALAN,https://www.cbf.com.br/futebol-brasileiro/atletas/706429?exercicio=2023
20,Red Bull Bragantino - SP,12,Maycon,https://www.cbf.com.br/futebol-brasileiro/atletas/526592?exercicio=2023
20,Red Bull Bragantino - SP,31,Guilherme,https://www.cbf.com.br/futebol-brasileiro/atletas/542286?exercicio=2023
20,Red Bull Bragantino - SP,2,Léo Realpe,https://www.cbf.com.br/futebol-brasileiro/atletas/691587?exercicio=2023
20,Red Bull Bragantino - SP,9,Alerrandro,https://www.cbf.com.br/futebol-brasileiro/atletas/441844?exercicio=2023
20,Red Bull Bragantino - SP,34,Andres Hurtado,https://www.cbf.com.br/futebol-brasileiro/atletas/749391?exercicio=2023
20,Red Bull Bragantino - SP,30,Luan Patrick,https://www.cbf.com.br/futebol-brasileiro/atletas/551217?exercicio=2023
20,Red Bull Bragantino - SP,25,Praxedes,https://www.cbf.com.br/futebol-brasileiro/atletas/541788?exercicio=2023
21,Flamengo - RJ,1,Santos,https://www.cbf.com.br/futebol-brasileiro/atletas/293428?exercicio=2023
21,Flamengo - RJ,11,Everton,https://www.cbf.com.br/futebol-brasileiro/atletas/379065?exercicio=2023
21,Flamengo - RJ,27,Bruno Henrique,https://www.cbf.com.br/futebol-brasileiro/atletas/401839?exercicio=2023
21,Flamengo - RJ,15,Fabricio Bruno,https://www.cbf.com.br/futebol-brasileiro/atletas/389228?exercicio=2023
21,Flamengo - RJ,10,Gabriel Barbosa,https://www.cbf.com.br/futebol-brasileiro/atletas/337830?exercicio=2023
21,Flamengo - RJ,4,Leo Pereira,https://www.cbf.com.br/futebol-brasileiro/atletas/310373?exercicio=2023
21,Flamengo - RJ,9,Pedro,https://www.cbf.com.br/futebol-brasileiro/atletas/303716?exercicio=2023
21,Flamengo - RJ,43,Wesley,https://www.cbf.com.br/futebol-brasileiro/atletas/658877?exercicio=2023
21,Flamengo - RJ,31,Marinho,https://www.cbf.com.br/futebol-brasileiro/atletas/184307?exercicio=2023
21,Flamengo - RJ,32,VIDAL,https://www.cbf.com.br/futebol-brasileiro/atletas/773820?exercicio=2023
21,Flamengo - RJ,29,Victor Hugo,https://www.cbf.com.br/futebol-brasileiro/atletas/610109?exercicio=2023
21,Flamengo - RJ,23,David Luiz,https://www.cbf.com.br/futebol-brasileiro/atletas/172367?exercicio=2023
21,Flamengo - RJ,8,Thiago Maia,https://www.cbf.com.br/futebol-brasileiro/atletas/384124?exercicio=2023
21,Flamengo - RJ,42,Matheus França,https://www.cbf.com.br/futebol-brasileiro/atletas/613444?exercicio=2023
21,Flamengo - RJ,6,Ayrton Lucas,https://www.cbf.com.br/futebol-brasileiro/atletas/432491?exercicio=2023
21,Flamengo - RJ,7,Éverton Ribeiro,https://www.cbf.com.br/futebol-brasileiro/atletas/177444?exercicio=2023
21,Botafogo - RJ,12,Lucas Perri,https://www.cbf.com.br/futebol-brasileiro/atletas/337017?exercicio=2023
21,Botafogo - RJ,34,Adryelson,https://www.cbf.com.br/futebol-brasileiro/atletas/457303?exercicio=2023
21,Botafogo - RJ,33,Carlos,https://www.cbf.com.br/futebol-brasileiro/atletas/184041?exercicio=2023
21,Botafogo - RJ,17,Marlon Freitas,https://www.cbf.com.br/futebol-brasileiro/atletas/405713?exercicio=2023
21,Botafogo - RJ,5,Danilo,https://www.cbf.com.br/futebol-brasileiro/atletas/352677?exercicio=2023
21,Botafogo - RJ,6,Tche Tche,https://www.cbf.com.br/futebol-brasileiro/atletas/308348?exercicio=2023
21,Botafogo - RJ,94,Philipe,https://www.cbf.com.br/futebol-brasileiro/atletas/351794?exercicio=2023
21,Botafogo - RJ,21,Marcal,https://www.cbf.com.br/futebol-brasileiro/atletas/177745?exercicio=2023
21,Botafogo - RJ,37,Junior,https://www.cbf.com.br/futebol-brasileiro/atletas/540268?exercicio=2023
21,Botafogo - RJ,24,Di Placido,https://www.cbf.com.br/futebol-brasileiro/atletas/795731?exercicio=2023
21,Botafogo - RJ,2,Rafael,https://www.cbf.com.br/futebol-brasileiro/atletas/175719?exercicio=2023
21,Botafogo - RJ,15,Victor Cuesta,https://www.cbf.com.br/futebol-brasileiro/atletas/567555?exercicio=2023
21,Botafogo - RJ,9,Tiquinho,https://www.cbf.com.br/futebol-brasileiro/atletas/301823?exercicio=2023
21,Botafogo - RJ,7,Joao Victor,https://www.cbf.com.br/futebol-brasileiro/atletas/322801?exercicio=2023
21,Botafogo - RJ,11,Luis Henrique,https://www.cbf.com.br/futebol-brasileiro/atletas/551311?exercicio=2023
21,Flamengo - RJ,25,Matheus Cunha,https://www.cbf.com.br/futebol-brasileiro/atletas/524493?exercicio=2023
21,Flamengo - RJ,48,Igor Jesus,https://www.cbf.com.br/futebol-brasileiro/atletas/568563?exercicio=2023
21,Flamengo - RJ,3,Rodrigo Caio,https://www.cbf.com.br/futebol-brasileiro/atletas/316645?exercicio=2023
21,Flamengo - RJ,40,Matheus Gonçalves,https://www.cbf.com.br/futebol-brasileiro/atletas/613609?exercicio=2023
21,Flamengo - RJ,5,Erick Pulgar,https://www.cbf.com.br/futebol-brasileiro/atletas/777370?exercicio=2023
21,Flamengo - RJ,30,Pablo,https://www.cbf.com.br/futebol-brasileiro/atletas/292526?exercicio=2023
21,Botafogo - RJ,22,Douglas,https://www.cbf.com.br/futebol-brasileiro/atletas/184332?exercicio=2023
21,Botafogo - RJ,90,Matheus Nascimento,https://www.cbf.com.br/futebol-brasileiro/atletas/612641?exercicio=2023
21,Botafogo - RJ,18,Lucas,https://www.cbf.com.br/futebol-brasileiro/atletas/374303?exercicio=2023
21,Botafogo - RJ,4,Luis Segovia,https://www.cbf.com.br/futebol-brasileiro/atletas/793896?exercicio=2023
21,Botafogo - RJ,19,Matias Segovia,https://www.cbf.com.br/futebol-brasileiro/atletas/803466?exercicio=2023
21,Botafogo - RJ,10,Gustavo,https://www.cbf.com.br/futebol-brasileiro/atletas/330972?exercicio=2023
21,Botafogo - RJ,16,Hugo,https://www.cbf.com.br/futebol-brasileiro/atletas/520940?exercicio=2023
21,Botafogo - RJ,75,RAI,https://www.cbf.com.br/futebol-brasileiro/atletas/613097?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,1,Leo Jardim,https://www.cbf.com.br/futebol-brasileiro/atletas/323637?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,3,Léo,https://www.cbf.com.br/futebol-brasileiro/atletas/346294?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,6,Lucas Piton,https://www.cbf.com.br/futebol-brasileiro/atletas/439689?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,9,Pedro Raul,https://www.cbf.com.br/futebol-brasileiro/atletas/502361?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,7,Alex Teixeira,https://www.cbf.com.br/futebol-brasileiro/atletas/177753?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,20,Carabajal,https://www.cbf.com.br/futebol-brasileiro/atletas/779674?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,30,Robson,https://www.cbf.com.br/futebol-brasileiro/atletas/352528?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,25,Marlon Gomes,https://www.cbf.com.br/futebol-brasileiro/atletas/611036?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,14,Orellano,https://www.cbf.com.br/futebol-brasileiro/atletas/793746?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,18,Andrey Santos,https://www.cbf.com.br/futebol-brasileiro/atletas/611858?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,26,Rodrigo,https://www.cbf.com.br/futebol-brasileiro/atletas/551536?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,11,Gabriel Pec,https://www.cbf.com.br/futebol-brasileiro/atletas/523349?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,16,Erick Marcus,https://www.cbf.com.br/futebol-brasileiro/atletas/613654?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,8,Jair,https://www.cbf.com.br/futebol-brasileiro/atletas/347809?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,12,Rwan,https://www.cbf.com.br/futebol-brasileiro/atletas/564118?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,2,Puma Rodriguez,https://www.cbf.com.br/futebol-brasileiro/atletas/793749?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,97,Ivan,https://www.cbf.com.br/futebol-brasileiro/atletas/405009?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,96,Paulo Henrique,https://www.cbf.com.br/futebol-brasileiro/atletas/511021?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,66,Paulo Victor,https://www.cbf.com.br/futebol-brasileiro/atletas/591665?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,15,Figueiredo,https://www.cbf.com.br/futebol-brasileiro/atletas/559670?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,22,Capasso,https://www.cbf.com.br/futebol-brasileiro/atletas/795201?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,19,Matias Galarza,https://www.cbf.com.br/futebol-brasileiro/atletas/703174?exercicio=2023
22,Vasco da Gama S.a.f. - RJ,35,Miranda,https://www.cbf.com.br/futebol-brasileiro/atletas/462355?exercicio=2023
23,Palmeiras - SP,21,Weverton,https://www.cbf.com.br/futebol-brasileiro/atletas/169050?exercicio=2023
23,Palmeiras - SP,15,Gustavo Gomez,https://www.cbf.com.br/futebol-brasileiro/atletas/633571?exercicio=2023
23,Palmeiras - SP,26,Murilo,https://www.cbf.com.br/futebol-brasileiro/atletas/392224?exercicio=2023
23,Palmeiras - SP,23,Raphael Veiga,https://www.cbf.com.br/futebol-brasileiro/atletas/308405?exercicio=2023
23,Palmeiras - SP,40,Jhon Jhon,https://www.cbf.com.br/futebol-brasileiro/atletas/633579?exercicio=2023
23,Palmeiras - SP,7,Dudu,https://www.cbf.com.br/futebol-brasileiro/atletas/291738?exercicio=2023
23,Palmeiras - SP,14,Artur,https://www.cbf.com.br/futebol-brasileiro/atletas/419646?exercicio=2023
23,Palmeiras - SP,17,Giovani,https://www.cbf.com.br/futebol-brasileiro/atletas/610031?exercicio=2023
23,Palmeiras - SP,12,Mayke,https://www.cbf.com.br/futebol-brasileiro/atletas/312950?exercicio=2023
23,Palmeiras - SP,32,Gustavo Garcia,https://www.cbf.com.br/futebol-brasileiro/atletas/501573?exercicio=2023
23,Palmeiras - SP,8,Ze Rafael,https://www.cbf.com.br/futebol-brasileiro/atletas/330886?exercicio=2023
23,Palmeiras - SP,27,Richard Rios,https://www.cbf.com.br/futebol-brasileiro/atletas/672172?exercicio=2023
23,Palmeiras - SP,25,Gabriel Menino,https://www.cbf.com.br/futebol-brasileiro/atletas/501063?exercicio=2023
23,Palmeiras - SP,10,Rony,https://www.cbf.com.br/futebol-brasileiro/atletas/427806?exercicio=2023
23,Palmeiras - SP,29,Rafael Navarro,https://www.cbf.com.br/futebol-brasileiro/atletas/505714?exercicio=2023
23,Palmeiras - SP,22,Joaquin Piquerez,https://www.cbf.com.br/futebol-brasileiro/atletas/725766?exercicio=2023
23,Corinthians - SP,12,Cássio,https://www.cbf.com.br/futebol-brasileiro/atletas/166276?exercicio=2023
23,Corinthians - SP,28,Adson,https://www.cbf.com.br/futebol-brasileiro/atletas/513472?exercicio=2023
23,Corinthians - SP,15,Paulinho,https://www.cbf.com.br/futebol-brasileiro/atletas/179382?exercicio=2023
23,Corinthians - SP,11,Angel Romero,https://www.cbf.com.br/futebol-brasileiro/atletas/507462?exercicio=2023
23,Corinthians - SP,20,Giuliano,https://www.cbf.com.br/futebol-brasileiro/atletas/178486?exercicio=2023
23,Corinthians - SP,4,Gil,https://www.cbf.com.br/futebol-brasileiro/atletas/178854?exercicio=2023
23,Corinthians - SP,10,Roger Guedes,https://www.cbf.com.br/futebol-brasileiro/atletas/389307?exercicio=2023
23,Corinthians - SP,9,Yuri Alberto,https://www.cbf.com.br/futebol-brasileiro/atletas/436395?exercicio=2023
23,Corinthians - SP,17,Giovane Nascimento,https://www.cbf.com.br/futebol-brasileiro/atletas/582628?exercicio=2023
23,Corinthians - SP,29,Roni,https://www.cbf.com.br/futebol-brasileiro/atletas/387432?exercicio=2023
23,Corinthians - SP,37,Eduardo Santos Queiroz,https://www.cbf.com.br/futebol-brasileiro/atletas/448892?exercicio=2023
23,Corinthians - SP,23,Fagner,https://www.cbf.com.br/futebol-brasileiro/atletas/177050?exercicio=2023
23,Corinthians - SP,21,Matheus Bidu,https://www.cbf.com.br/futebol-brasileiro/atletas/502230?exercicio=2023
23,Corinthians - SP,5,Fausto,https://www.cbf.com.br/futebol-brasileiro/atletas/776923?exercicio=2023
23,Corinthians - SP,7,Maycon,https://www.cbf.com.br/futebol-brasileiro/atletas/339242?exercicio=2023
23,Corinthians - SP,34,Murillo,https://www.cbf.com.br/futebol-brasileiro/atletas/580808?exercicio=2023
23,Palmeiras - SP,42,Marcelo Lomba,https://www.cbf.com.br/futebol-brasileiro/atletas/157264?exercicio=2023
23,Palmeiras - SP,13,Luan Garcia,https://www.cbf.com.br/futebol-brasileiro/atletas/307406?exercicio=2023
23,Palmeiras - SP,6,Vanderlan,https://www.cbf.com.br/futebol-brasileiro/atletas/554444?exercicio=2023
23,Palmeiras - SP,18,Lopez,https://www.cbf.com.br/futebol-brasileiro/atletas/773040?exercicio=2023
23,Palmeiras - SP,9,Endrick,https://www.cbf.com.br/futebol-brasileiro/atletas/691597?exercicio=2023
23,Palmeiras - SP,35,Fabinho,https://www.cbf.com.br/futebol-brasileiro/atletas/547222?exercicio=2023
23,Palmeiras - SP,19,Breno,https://www.cbf.com.br/futebol-brasileiro/atletas/389378?exercicio=2023
23,Corinthians - SP,22,Carlos,https://www.cbf.com.br/futebol-brasileiro/atletas/534596?exercicio=2023
23,Corinthians - SP,77,Chrystian,https://www.cbf.com.br/futebol-brasileiro/atletas/546794?exercicio=2023
23,Corinthians - SP,31,Balbuena,https://www.cbf.com.br/futebol-brasileiro/atletas/541574?exercicio=2023
23,Corinthians - SP,41,Felipe Augusto,https://www.cbf.com.br/futebol-brasileiro/atletas/529019?exercicio=2023
23,Corinthians - SP,30,Matheus Araujo,https://www.cbf.com.br/futebol-brasileiro/atletas/545392?exercicio=2023
23,Corinthians - SP,24,Cantillo,https://www.cbf.com.br/futebol-brasileiro/atletas/691641?exercicio=2023
23,Corinthians - SP,18,Aluisio,https://www.cbf.com.br/futebol-brasileiro/atletas/165971?exercicio=2023
24,Santos - SP,34,Joao Paulo,https://www.cbf.com.br/futebol-brasileiro/atletas/362877?exercicio=2023
24,Santos - SP,4,Eduardo,https://www.cbf.com.br/futebol-brasileiro/atletas/304071?exercicio=2023
24,Santos - SP,23,Lucas Lima,https://www.cbf.com.br/futebol-brasileiro/atletas/331937?exercicio=2023
24,Santos - SP,5,Alison,https://www.cbf.com.br/futebol-brasileiro/atletas/308980?exercicio=2023
24,Santos - SP,24,Messias,https://www.cbf.com.br/futebol-brasileiro/atletas/381149?exercicio=2023
24,Santos - SP,22,Nathan,https://www.cbf.com.br/futebol-brasileiro/atletas/543703?exercicio=2023
24,Santos - SP,12,Gabriel,https://www.cbf.com.br/futebol-brasileiro/atletas/356403?exercicio=2023
24,Santos - SP,20,Mendoza,https://www.cbf.com.br/futebol-brasileiro/atletas/522146?exercicio=2023
24,Santos - SP,11,Ângelo,https://www.cbf.com.br/futebol-brasileiro/atletas/612310?exercicio=2023
24,Santos - SP,19,Dodi,https://www.cbf.com.br/futebol-brasileiro/atletas/354201?exercicio=2023
24,Santos - SP,37,Ed Carlos,https://www.cbf.com.br/futebol-brasileiro/atletas/439870?exercicio=2023
24,Santos - SP,44,Lucas Pires,https://www.cbf.com.br/futebol-brasileiro/atletas/463120?exercicio=2023
24,Santos - SP,9,Marcos Leonardo,https://www.cbf.com.br/futebol-brasileiro/atletas/568013?exercicio=2023
24,Santos - SP,14,Rodrigo,https://www.cbf.com.br/futebol-brasileiro/atletas/756392?exercicio=2023
24,Santos - SP,10,Yeferson Soteldo,https://www.cbf.com.br/futebol-brasileiro/atletas/646668?exercicio=2023
24,Santos - SP,7,Daniel Ruiz,https://www.cbf.com.br/futebol-brasileiro/atletas/794583?exercicio=2023
24,America Saf - MG,1,Matheus,https://www.cbf.com.br/futebol-brasileiro/atletas/168926?exercicio=2023
24,America Saf - MG,7,Matheusinho,https://www.cbf.com.br/futebol-brasileiro/atletas/398805?exercicio=2023
24,America Saf - MG,11,Felipe Azevedo,https://www.cbf.com.br/futebol-brasileiro/atletas/175557?exercicio=2023
24,America Saf - MG,8,Juninho,https://www.cbf.com.br/futebol-brasileiro/atletas/337261?exercicio=2023
24,America Saf - MG,22,Danilo,https://www.cbf.com.br/futebol-brasileiro/atletas/183755?exercicio=2023
24,America Saf - MG,16,Ale,https://www.cbf.com.br/futebol-brasileiro/atletas/311988?exercicio=2023
24,America Saf - MG,99,Aloisio,https://www.cbf.com.br/futebol-brasileiro/atletas/173538?exercicio=2023
24,America Saf - MG,87,MIKAEL,https://www.cbf.com.br/futebol-brasileiro/atletas/599514?exercicio=2023
24,America Saf - MG,13,Arthur,https://www.cbf.com.br/futebol-brasileiro/atletas/540999?exercicio=2023
24,America Saf - MG,33,Eder,https://www.cbf.com.br/futebol-brasileiro/atletas/318115?exercicio=2023
24,America Saf - MG,3,Iago,https://www.cbf.com.br/futebol-brasileiro/atletas/412852?exercicio=2023
24,America Saf - MG,37,Everaldo,https://www.cbf.com.br/futebol-brasileiro/atletas/438556?exercicio=2023
24,America Saf - MG,6,Marlon,https://www.cbf.com.br/futebol-brasileiro/atletas/316223?exercicio=2023
24,America Saf - MG,2,Nino Paraiba,https://www.cbf.com.br/futebol-brasileiro/atletas/183977?exercicio=2023
24,America Saf - MG,10,Martin Benitez,https://www.cbf.com.br/futebol-brasileiro/atletas/695297?exercicio=2023
24,America Saf - MG,5,Emmanuel Martinez,https://www.cbf.com.br/futebol-brasileiro/atletas/779735?exercicio=2023
24,Santos - SP,1,Vladimir,https://www.cbf.com.br/futebol-brasileiro/atletas/180622?exercicio=2023
24,Santos - SP,28,Joaquim,https://www.cbf.com.br/futebol-brasileiro/atletas/510781?exercicio=2023
24,Santos - SP,33,Maicon,https://www.cbf.com.br/futebol-brasileiro/atletas/178178?exercicio=2023
24,Santos - SP,88,Bruno Mezenga,https://www.cbf.com.br/futebol-brasileiro/atletas/169000?exercicio=2023
24,Santos - SP,29,Camacho,https://www.cbf.com.br/futebol-brasileiro/atletas/183873?exercicio=2023
24,Santos - SP,6,Sandry,https://www.cbf.com.br/futebol-brasileiro/atletas/541292?exercicio=2023
24,Santos - SP,36,Deivid Washington,https://www.cbf.com.br/futebol-brasileiro/atletas/691310?exercicio=2023
24,America Saf - MG,14,Mateus,https://www.cbf.com.br/futebol-brasileiro/atletas/331915?exercicio=2023
24,America Saf - MG,30,Nicolas,https://www.cbf.com.br/futebol-brasileiro/atletas/406246?exercicio=2023
24,America Saf - MG,45,Ricardo Silva,https://www.cbf.com.br/futebol-brasileiro/atletas/327667?exercicio=2023
24,America Saf - MG,9,Wellington Paulista,https://www.cbf.com.br/futebol-brasileiro/atletas/152788?exercicio=2023
24,America Saf - MG,44,ADYSON,https://www.cbf.com.br/futebol-brasileiro/atletas/643996?exercicio=2023
24,America Saf - MG,17,Gonzalo Mastriani,https://www.cbf.com.br/futebol-brasileiro/atletas/779527?exercicio=2023
24,America Saf - MG,21,Lucas,https://www.cbf.com.br/futebol-brasileiro/atletas/337242?exercicio=2023
25,Red Bull Bragantino - SP,40,Lucão,https://www.cbf.com.br/futebol-brasileiro/atletas/523351?exercicio=2023
25,Red Bull Bragantino - SP,29,J. Capixaba,https://www.cbf.com.br/futebol-brasileiro/atletas/402681?exercicio=2023
25,Red Bull Bragantino - SP,18,Thiago Borbas,https://www.cbf.com.br/futebol-brasileiro/atletas/793192?exercicio=2023
25,Red Bull Bragantino - SP,11,Helinho,https://www.cbf.com.br/futebol-brasileiro/atletas/464258?exercicio=2023
